EntityA,EntityB,Relation
Big Fruit Gouercha,Big Fruit Gouercha,belongs to
Big Fruit Gouercha,Magnoliopsida,belongs to
Big Fruit Gouercha,Plantae,belongs to
Big Fruit Gouercha,Rhamnaceae,belongs to
Big Fruit Gouercha,Rhamnales,belongs to
Bighead carp,Animalia,belongs to
Bighead carp,Aristichthys,belongs to
Bighead carp,Bighead carp,belongs to
Bighead carp,Chordata,belongs to
Bighead carp,Cyprinidae,belongs to
Bighead carp,Cypriniformes,belongs to
Bighead carp,Osteichthyes,belongs to
Bilberry,Angiosperms,belongs to
Bilberry,Bilberry,belongs to
Bilberry,Dicotyledons,belongs to
Bilberry,Ericaceae,belongs to
Bilberry,Ericales,belongs to
Bilberry,No specific information available,belongs to
Bilberry,Plantae,belongs to
Bilberry,Rosaceae,belongs to
Bilberry,Rosales,belongs to
Bilberry,Rubus,belongs to
Bilberry,Vaccinium,belongs to
Birch Sap,Angiosperms,belongs to
Birch Sap,Betula,belongs to
Birch Sap,Betulaceae,belongs to
Birch Sap,Birch,belongs to
Birch Sap,Dicotyledons,belongs to
Birch Sap,Fagales,belongs to
Birch Sap,Plantae,belongs to
Bitter Apricot Kernel,Angiosperms,belongs to
Bitter Apricot Kernel,Magnoliopsida,belongs to
Bitter Apricot Kernel,Plantae,belongs to
Bitter Apricot Kernel,Prunus,belongs to
Bitter Apricot Kernel,Prunus armeniaca,belongs to
Bitter Apricot Kernel,Rosaceae,belongs to
Bitter Apricot Kernel,Rosales,belongs to
Bitter Buckwheat,Angiosperms,belongs to
Bitter Buckwheat,Caryophyllales,belongs to
Bitter Buckwheat,Fagopyrum,belongs to
Bitter Buckwheat,Magnoliopsida,belongs to
Bitter Buckwheat,Plantae,belongs to
Bitter Buckwheat,Polygonaceae,belongs to
Bitter Buckwheat,Tartary buckwheat,belongs to
Bitter Chrysanthemum,Angiosperms,belongs to
Bitter Chrysanthemum,Asteraceae,belongs to
Bitter Chrysanthemum,Asterales,belongs to
Bitter Chrysanthemum,Bitter Chrysanthemum,belongs to
Bitter Chrysanthemum,Cichorium,belongs to
Bitter Chrysanthemum,Magnoliopsida,belongs to
Bitter Chrysanthemum,Plantae,belongs to
Bitter Melon Juice,Angiosperms,belongs to
Bitter Melon Juice,Bitter Melon,belongs to
Bitter Melon Juice,Dicotyledons,belongs to
Bitter Melon Juice,Momordica,belongs to
Bitter Melon Juice,Plantae,belongs to
Bitter Melon Juice,Solanaceae,belongs to
Bitter Melon Juice,Solanales,belongs to
Bitter Orange,Angiosperms,belongs to
Bitter Orange,Citrus,belongs to
Bitter Orange,Citrus aurantium,belongs to
Bitter Orange,Dicotyledons,belongs to
Bitter Orange,Plantae,belongs to
Bitter Orange,Rutaceae,belongs to
Bitter Orange,Sapindales,belongs to
Bitter Tea,Angiosperms,belongs to
Bitter Tea,Bitter Tea,belongs to
Bitter Tea,Camellia,belongs to
Bitter Tea,Magnoliopsida,belongs to
Bitter Tea,Parietales,belongs to
Bitter Tea,Plantae,belongs to
Bitter Tea,Theaceae,belongs to
Bitter melon,Angiosperms,belongs to
Bitter melon,Bitter melon,belongs to
Bitter melon,Cucurbitaceae,belongs to
Bitter melon,Cucurbitales,belongs to
Bitter melon,Dicotyledons,belongs to
Bitter melon,Momordica,belongs to
Bitter melon,Plantae,belongs to
Black Goji Berry,Angiosperms,belongs to
Black Goji Berry,Asterales,belongs to
Black Goji Berry,Dicotyledons,belongs to
Black Goji Berry,Lycium,belongs to
Black Goji Berry,Lycium ruthenicum,belongs to
Black Goji Berry,Plantae,belongs to
Black Goji Berry,Solanaceae,belongs to
Black Hornet Venom,Animalia,belongs to
Black Hornet Venom,Arthropoda,belongs to
Black Hornet Venom,Hymenoptera,belongs to
Black Hornet Venom,Insecta,belongs to
Black Hornet Venom,Vespidae,belongs to
Black Hornet Venom,Vespula,belongs to
Black Tiger,Angiosperms,belongs to
Black Tiger,Black Tiger,belongs to
Black Tiger,Citrus,belongs to
Black Tiger,Dicotyledons,belongs to
Black Tiger,Plantae,belongs to
Black Tiger,Rutaceae,belongs to
Black Tiger,Sapindales,belongs to
Black Walnut,Angiosperms,belongs to
Black Walnut,Juglandaceae,belongs to
Black Walnut,Juglandales,belongs to
Black Walnut,Juglans,belongs to
Black Walnut,Juglans nigra,belongs to
Black Walnut,Magnoliopsida,belongs to
Black Walnut,Plantae,belongs to
Black carp,Animalia,belongs to
Black carp,Black carp,belongs to
Black carp,Chordata,belongs to
Black carp,Cyprinidae,belongs to
Black carp,Cypriniformes,belongs to
Black carp,Mylopharyngodon,belongs to
Black carp,Osteichthyes,belongs to
Black-faced God,Angiosperms,belongs to
Black-faced God,Breynia,belongs to
Black-faced God,Breynia fruticosa,belongs to
Black-faced God,Euphorbiaceae,belongs to
Black-faced God,Magnoliopsida,belongs to
Black-faced God,Malpighiales,belongs to
Black-faced God,Plantae,belongs to
Black-spotted pond frog,Amphibia,belongs to
Black-spotted pond frog,Animalia,belongs to
Black-spotted pond frog,Anura,belongs to
Black-spotted pond frog,Black-spotted pond frog,belongs to
Black-spotted pond frog,Chordata,belongs to
Black-spotted pond frog,Pond frog genus,belongs to
Black-spotted pond frog,Ranidae,belongs to
Black-tailed Snake,Animalia,belongs to
Black-tailed Snake,Black-tailed Snake,belongs to
Black-tailed Snake,Chordata,belongs to
Black-tailed Snake,Colubridae,belongs to
Black-tailed Snake,Rat Snake,belongs to
Black-tailed Snake,Reptilia,belongs to
Black-tailed Snake,Squamata,belongs to
Blackberry,Angiosperms,belongs to
Blackberry,Blackberry,belongs to
Blackberry,Dicotyledons,belongs to
Blackberry,Plantae,belongs to
Blackberry,Rosaceae,belongs to
Blackberry,Rosales,belongs to
Blackberry,Rubus,belongs to
Blackcurrant Leaf Tea,Angiosperms,belongs to
Blackcurrant Leaf Tea,Blackcurrant,belongs to
Blackcurrant Leaf Tea,Dicotyledons,belongs to
Blackcurrant Leaf Tea,Plantae,belongs to
Blackcurrant Leaf Tea,Ribes,belongs to
Blackcurrant Leaf Tea,Rosales,belongs to
Blackcurrant Leaf Tea,Saxifragaceae,belongs to
Blackfish,Actinopterygii,belongs to
Blackfish,Animalia,belongs to
Blackfish,Channa,belongs to
Blackfish,Channa argus,belongs to
Blackfish,Channidae,belongs to
Blackfish,Chordata,belongs to
Blackfish,Perciformes,belongs to
Blue Sheep,Animalia,belongs to
Blue Sheep,Artiodactyla,belongs to
Blue Sheep,Blue Sheep,belongs to
Blue Sheep,Bovidae,belongs to
Blue Sheep,Chordata,belongs to
Blue Sheep,Mammalia,belongs to
Blue Sheep,Pseudois,belongs to
Blue peacock,Animalia,belongs to
Blue peacock,Aves,belongs to
Blue peacock,Blue peacock,belongs to
Blue peacock,Chordata,belongs to
Blue peacock,Galliformes,belongs to
Blue peacock,Pavo,belongs to
Blue peacock,Phasianidae,belongs to
Blueberry Leaf Tea,Angiosperms,belongs to
Blueberry Leaf Tea,Blueberry,belongs to
Blueberry Leaf Tea,Dicotyledons,belongs to
Blueberry Leaf Tea,Ericaceae,belongs to
Blueberry Leaf Tea,Ericales,belongs to
Blueberry Leaf Tea,Plantae,belongs to
Blueberry Leaf Tea,Vaccinium,belongs to
Blueberry Pollen,Angiosperms,belongs to
Blueberry Pollen,Blueberry,belongs to
Blueberry Pollen,Dicotyledons,belongs to
Blueberry Pollen,Ericaceae,belongs to
Blueberry Pollen,Ericales,belongs to
Blueberry Pollen,Plantae,belongs to
Blueberry Pollen,Vaccinium,belongs to
Blumea balsamifera,Angiosperms,belongs to
Blumea balsamifera,Asteraceae,belongs to
Blumea balsamifera,Asterales,belongs to
Blumea balsamifera,Blumea,belongs to
Blumea balsamifera,Blumea balsamifera,belongs to
Blumea balsamifera,Dicotyledons,belongs to
Blumea balsamifera,Plantae,belongs to
Bornean Bearded Pig,Animalia,belongs to
Bornean Bearded Pig,Artiodactyla,belongs to
Bornean Bearded Pig,Bornean Bearded Pig,belongs to
Bornean Bearded Pig,Chordata,belongs to
Bornean Bearded Pig,Mammalia,belongs to
Bornean Bearded Pig,Suidae,belongs to
Bornean Bearded Pig,Sus,belongs to
Borneol Camphor,Angiosperms,belongs to
Borneol Camphor,Dicotyledons,belongs to
Borneol Camphor,Dipterocarpaceae,belongs to
Borneol Camphor,Dipterocarpus,belongs to
Borneol Camphor,Parietales,belongs to
Borneol Camphor,Plantae,belongs to
Bothrocaryum controversum,Angiosperms,belongs to
Bothrocaryum controversum,Bothrocaryum controversum,belongs to
Bothrocaryum controversum,Cornaceae,belongs to
Bothrocaryum controversum,Cornales,belongs to
Bothrocaryum controversum,Cornus,belongs to
Bothrocaryum controversum,Magnoliopsida,belongs to
Bothrocaryum controversum,Plantae,belongs to
Bottle Gourd,Angiosperms,belongs to
Bottle Gourd,Cucurbitaceae,belongs to
Bottle Gourd,Cucurbitales,belongs to
Bottle Gourd,Lagenaria,belongs to
Bottle Gourd,Lagenaria siceraria,belongs to
Bottle Gourd,Magnoliopsida,belongs to
Bottle Gourd,Plantae,belongs to
Bracken fern,Plantae,belongs to
Bracken fern,Polypodiopsida,belongs to
Brassica rapa,Angiosperms,belongs to
Brassica rapa,Brassica,belongs to
Brassica rapa,Brassica rapa,belongs to
Brassica rapa,Brassicaceae,belongs to
Brassica rapa,Capparales,belongs to
Brassica rapa,Magnoliopsida,belongs to
Brassica rapa,Plantae,belongs to
Breadfruit,Angiosperms,belongs to
Breadfruit,Artocarpus,belongs to
Breadfruit,Artocarpus altilis,belongs to
Breadfruit,Cannabaceae,belongs to
Breadfruit,Magnoliopsida,belongs to
Breadfruit,Malpighiales,belongs to
Breadfruit,Plantae,belongs to
Bream,Abramis,belongs to
Bream,Animalia,belongs to
Bream,Bream,belongs to
Bream,Chordata,belongs to
Bream,Cyprinidae,belongs to
Bream,Cypriniformes,belongs to
Bream,Osteichthyes,belongs to
Broad Bean,Angiosperms,belongs to
Broad Bean,Fabaceae,belongs to
Broad Bean,Fabales,belongs to
Broad Bean,Magnoliopsida,belongs to
Broad Bean,Plantae,belongs to
Broad Bean,Vicia,belongs to
Broad Bean,Vicia faba,belongs to
Broccoli,Angiosperms,belongs to
Broccoli,Brassica,belongs to
Broccoli,Brassica oleracea var. italica,belongs to
Broccoli,Brassicaceae,belongs to
Broccoli,Brassicales,belongs to
Broccoli,Dicotyledons,belongs to
Broccoli,Plantae,belongs to
Brown-haired Elaeocarpus,Angiosperms,belongs to
Brown-haired Elaeocarpus,Dicotyledons,belongs to
Brown-haired Elaeocarpus,Elaeocarpaceae,belongs to
Brown-haired Elaeocarpus,Elaeocarpus,belongs to
Brown-haired Elaeocarpus,Elaeocarpus decipiens,belongs to
Brown-haired Elaeocarpus,Ericales,belongs to
Brown-haired Elaeocarpus,Plantae,belongs to
Brussels sprouts,Angiosperms,belongs to
Brussels sprouts,Brassica,belongs to
Brussels sprouts,Brassica oleracea var. gemmifera,belongs to
Brussels sprouts,Brassicaceae,belongs to
Brussels sprouts,Brassicales,belongs to
Brussels sprouts,Magnoliopsida,belongs to
Brussels sprouts,Plantae,belongs to
Buckwheat Pollen Beverage,Angiosperms,belongs to
Buckwheat Pollen Beverage,Buckwheat,belongs to
Buckwheat Pollen Beverage,Dicotyledons,belongs to
Buckwheat Pollen Beverage,Fagopyrum,belongs to
Buckwheat Pollen Beverage,Plantae,belongs to
Buckwheat Pollen Beverage,Polygonaceae,belongs to
Buckwheat Pollen Beverage,Polygonales,belongs to
Buckwheat pollen,Angiosperms,belongs to
Buckwheat pollen,Buckwheat species,belongs to
Buckwheat pollen,Dicotyledons,belongs to
Buckwheat pollen,Fagopyrum,belongs to
Buckwheat pollen,Plantae,belongs to
Buckwheat pollen,Polygonaceae,belongs to
Buckwheat pollen,Polygonales,belongs to
Buguzhi,Angiosperms,belongs to
Buguzhi,Fabaceae,belongs to
Buguzhi,Fabales,belongs to
Buguzhi,Magnoliopsida,belongs to
Buguzhi,Plantae,belongs to
Buguzhi,Psoralea,belongs to
Buguzhi,Psoralea corylifolia,belongs to
Bullfrog,Amphibia,belongs to
Bullfrog,Animalia,belongs to
Bullfrog,Anura,belongs to
Bullfrog,Bullfrog,belongs to
Bullfrog,Chordata,belongs to
Bullfrog,Frog genus,belongs to
Bullfrog,Ranidae,belongs to
Bumblebee Royal Jelly,Animalia,belongs to
Bumblebee Royal Jelly,Apidae,belongs to
Bumblebee Royal Jelly,Arthropoda,belongs to
Bumblebee Royal Jelly,Bumblebee Genus,belongs to
Bumblebee Royal Jelly,Bumblebee Species,belongs to
Bumblebee Royal Jelly,Hymenoptera,belongs to
Bumblebee Royal Jelly,Insecta,belongs to
Burdock,Angiosperms,belongs to
Burdock,Asteraceae,belongs to
Burdock,Asterales,belongs to
Burdock,Burdock,belongs to
Burdock,Dicotyledons,belongs to
Burdock,Plantae,belongs to
Burdock Tea,Angiosperms,belongs to
Burdock Tea,Asteraceae,belongs to
Burdock Tea,Asterales,belongs to
Burdock Tea,Burdock,belongs to
Burdock Tea,Dicotyledons,belongs to
Burdock Tea,Plantae,belongs to
Burdock pollen,Angiosperms,belongs to
Burdock pollen,Asteraceae,belongs to
Burdock pollen,Asterales,belongs to
Burdock pollen,Burdock,belongs to
Burdock pollen,Burdock species,belongs to
Burdock pollen,Dicotyledons,belongs to
Burdock pollen,Plantae,belongs to
Butterfly Fruit,Angiosperms,belongs to
Butterfly Fruit,Butterfly Fruit,belongs to
Butterfly Fruit,Butterfly Fruit Genus,belongs to
Butterfly Fruit,Euphorbiaceae,belongs to
Butterfly Fruit,Hippocastanaceae (or may vary according to the latest classification),belongs to
Butterfly Fruit,Magnoliopsida,belongs to
Butterfly Fruit,Malpighiales,belongs to
Butterfly Fruit,Plantae,belongs to
Butterfly Fruit,Sapindales,belongs to
Buxus Leaf Camellia,Angiosperms,belongs to
Buxus Leaf Camellia,Buxus Leaf Camellia,belongs to
Buxus Leaf Camellia,Camellia,belongs to
Buxus Leaf Camellia,Magnoliopsida,belongs to
Buxus Leaf Camellia,Parietales,belongs to
Buxus Leaf Camellia,Plantae,belongs to
Buxus Leaf Camellia,Theaceae,belongs to
Cabbage Juice,Angiosperms,belongs to
Cabbage Juice,Brassica,belongs to
Cabbage Juice,Brassicaceae,belongs to
Cabbage Juice,Brassicales,belongs to
Cabbage Juice,Cabbage,belongs to
Cabbage Juice,Dicotyledons,belongs to
Cabbage Juice,Plantae,belongs to
Calamus,Acorales,belongs to
Calamus,Acorus,belongs to
Calamus,Angiosperms,belongs to
Calamus,Araceae,belongs to
Calamus,Calamus,belongs to
Calamus,Magnoliopsida,belongs to
Calamus,Plantae,belongs to
Calamus thysanolepis,Angiosperms,belongs to
Calamus thysanolepis,Arecaceae,belongs to
Calamus thysanolepis,Arecales,belongs to
Calamus thysanolepis,Calamus,belongs to
Calamus thysanolepis,Calamus thysanolepis,belongs to
Calamus thysanolepis,Magnoliopsida,belongs to
Calamus thysanolepis,Plantae,belongs to
Calophyllum,Angiosperms,belongs to
Calophyllum,Calophyllaceae,belongs to
Calophyllum,Calophyllum,belongs to
Calophyllum,Calophyllum inophyllum,belongs to
Calophyllum,Magnoliopsida,belongs to
Calophyllum,Parietales,belongs to
Calophyllum,Plantae,belongs to
Calycopteris,Angiosperms,belongs to
Calycopteris,Calycopteris,belongs to
Calycopteris,Calycopteris floribunda,belongs to
Calycopteris,Combretaceae,belongs to
Calycopteris,Magnoliopsida,belongs to
Calycopteris,Myrtales,belongs to
Calycopteris,Plantae,belongs to
Camellia,Angiosperms,belongs to
Camellia,Camellia,belongs to
Camellia,Magnoliopsida,belongs to
Camellia,Parietales,belongs to
Camellia,Plantae,belongs to
Camellia,Theaceae,belongs to
Camellia,Tracheophyta,belongs to
Camellia acuticalyx,Angiosperms,belongs to
Camellia acuticalyx,Camellia,belongs to
Camellia acuticalyx,Camellia acuticalyx,belongs to
Camellia acuticalyx,Magnoliopsida,belongs to
Camellia acuticalyx,Parietales,belongs to
Camellia acuticalyx,Plantae,belongs to
Camellia acuticalyx,Theaceae,belongs to
Camellia albopilosa,Angiosperms,belongs to
Camellia albopilosa,Camellia,belongs to
Camellia albopilosa,Camellia albopilosa,belongs to
Camellia albopilosa,Magnoliopsida,belongs to
Camellia albopilosa,Parietales,belongs to
Camellia albopilosa,Plantae,belongs to
Camellia albopilosa,Theaceae,belongs to
Camellia albosericea,Angiosperms,belongs to
Camellia albosericea,Camellia,belongs to
Camellia albosericea,Camellia albosericea,belongs to
Camellia albosericea,Magnoliopsida,belongs to
Camellia albosericea,Parietales,belongs to
Camellia albosericea,Plantae,belongs to
Camellia albosericea,Theaceae,belongs to
Camellia amplexicaulis,Angiosperms,belongs to
Camellia amplexicaulis,Camellia,belongs to
Camellia amplexicaulis,Camellia amplexicaulis,belongs to
Camellia amplexicaulis,Magnoliopsida,belongs to
Camellia amplexicaulis,Parietales,belongs to
Camellia amplexicaulis,Plantae,belongs to
Camellia amplexicaulis,Theaceae,belongs to
Camellia arborescens,Angiosperms,belongs to
Camellia arborescens,Camellia,belongs to
Camellia arborescens,Camellia arborescens,belongs to
Camellia arborescens,Magnoliopsida,belongs to
Camellia arborescens,Parietales,belongs to
Camellia arborescens,Plantae,belongs to
Camellia arborescens,Theaceae,belongs to
Camellia chrysantha,Angiosperms,belongs to
Camellia chrysantha,Camellia,belongs to
Camellia chrysantha,Camellia chrysantha,belongs to
Camellia chrysantha,Magnoliopsida,belongs to
Camellia chrysantha,Parietales,belongs to
Camellia chrysantha,Plantae,belongs to
Camellia chrysantha,Theaceae,belongs to
Camellia costata,Angiosperms,belongs to
Camellia costata,Camellia,belongs to
Camellia costata,Camellia costata,belongs to
Camellia costata,Magnoliopsida,belongs to
Camellia costata,Parietales,belongs to
Camellia costata,Plantae,belongs to
Camellia costata,Theaceae,belongs to
Camellia crassifolia,Angiosperms,belongs to
Camellia crassifolia,Camellia,belongs to
Camellia crassifolia,Camellia crassifolia,belongs to
Camellia crassifolia,Magnoliopsida,belongs to
Camellia crassifolia,Parietales,belongs to
Camellia crassifolia,Plantae,belongs to
Camellia crassifolia,Theaceae,belongs to
Camellia crassipes,Angiosperms,belongs to
Camellia crassipes,Camellia,belongs to
Camellia crassipes,Camellia crassipes,belongs to
Camellia crassipes,Magnoliopsida,belongs to
Camellia crassipes,Parietales,belongs to
Camellia crassipes,Plantae,belongs to
Camellia crassipes,Theaceae,belongs to
Camellia crassipetala,Angiosperms,belongs to
Camellia crassipetala,Camellia,belongs to
Camellia crassipetala,Camellia crassipetala,belongs to
Camellia crassipetala,Magnoliopsida,belongs to
Camellia crassipetala,Parietales,belongs to
Camellia crassipetala,Plantae,belongs to
Camellia crassipetala,Theaceae,belongs to
Camellia crispula,Angiosperms,belongs to
Camellia crispula,Camellia,belongs to
Camellia crispula,Camellia crispula,belongs to
Camellia crispula,Magnoliopsida,belongs to
Camellia crispula,Parietales,belongs to
Camellia crispula,Plantae,belongs to
Camellia crispula,Theaceae,belongs to
Camellia cryptoneura,Angiosperms,belongs to
Camellia cryptoneura,Camellia,belongs to
Camellia cryptoneura,Camellia cryptoneura,belongs to
Camellia cryptoneura,Magnoliopsida,belongs to
Camellia cryptoneura,Parietales,belongs to
Camellia cryptoneura,Plantae,belongs to
Camellia cryptoneura,Theaceae,belongs to
Camellia cupiformis,Angiosperms,belongs to
Camellia cupiformis,Camellia,belongs to
Camellia cupiformis,Camellia cupiformis,belongs to
Camellia cupiformis,Magnoliopsida,belongs to
Camellia cupiformis,Parietales,belongs to
Camellia cupiformis,Plantae,belongs to
Camellia cupiformis,Theaceae,belongs to
Camellia cuspidata,Angiosperms,belongs to
Camellia cuspidata,Camellia,belongs to
Camellia cuspidata,Camellia cuspidata,belongs to
Camellia cuspidata,Magnoliopsida,belongs to
Camellia cuspidata,Parietales,belongs to
Camellia cuspidata,Plantae,belongs to
Camellia cuspidata,Theaceae,belongs to
Camellia cuspidata var. chekiangensis,Angiosperms,belongs to
Camellia cuspidata var. chekiangensis,Camellia,belongs to
Camellia cuspidata var. chekiangensis,Camellia cuspidata var. chekiangensis,belongs to
Camellia cuspidata var. chekiangensis,Magnoliopsida,belongs to
Camellia cuspidata var. chekiangensis,Parietales,belongs to
Camellia cuspidata var. chekiangensis,Plantae,belongs to
Camellia cuspidata var. chekiangensis,Theaceae,belongs to
Camellia cuspidata var. grandiflora,Angiosperms,belongs to
Camellia cuspidata var. grandiflora,Camellia,belongs to
Camellia cuspidata var. grandiflora,Camellia cuspidata var. grandiflora,belongs to
Camellia cuspidata var. grandiflora,Magnoliopsida,belongs to
Camellia cuspidata var. grandiflora,Parietales,belongs to
Camellia cuspidata var. grandiflora,Plantae,belongs to
Camellia cuspidata var. grandiflora,Theaceae,belongs to
Camellia diffusa,Angiosperms,belongs to
Camellia diffusa,Camellia,belongs to
