name,kingdom,phylum,class,order,family,genus,species,nutritional components
Potato Juice,Plantae,Angiosperms,Dicotyledons,Solanales,Solanaceae,Solanum,Potato,"Potato juice contains carbohydrates, dietary fiber, vitamin C, B vitamins, and minerals. However, due to the high starch content in potatoes, it is not typically used for juicing."
Coriander juice,Plantae,Angiosperms,Dicotyledons,Apiales,Apiaceae,Coriandrum,Coriander,"Coriander juice contains vitamin C, potassium, dietary fiber, antioxidants, and unique aromatic components such as coriander oil."
Fennel juice,Plantae,Angiosperms,Dicotyledons,Apiales,Apiaceae,Foeniculum,Fennel,"Fennel juice contains vitamins A and C, dietary fiber, minerals (such as iron, calcium, magnesium), and volatile oils like anethole."
Dill juice,Plantae,Angiosperms,Dicotyledons,Apiales,Apiaceae,Anethum,Dill,"Dill juice contains vitamin C, potassium, dietary fiber, and unique aromatic components such as dill ketone."
Cumin juice,Plantae,Angiosperms,Dicotyledons,Apiales,Apiaceae,Cuminum,Cumin,"Cumin juice contains B vitamins, dietary fiber, minerals (such as iron, calcium), and unique aromatic components such as cumin oil."
Coriander juice,Plantae,Angiosperms,Dicotyledons,Apiales,Apiaceae,Coriandrum,Coriander,"Coriander juice contains vitamin C, potassium, dietary fiber, and unique aromatic components such as coriander oil."
Parsnip Juice,Plantae,Angiosperms,Dicotyledons,Apiales,Apiaceae,Pastinaca,Parsnip,"Parsnip juice contains vitamins A and C, dietary fiber, minerals (such as iron and calcium), and unique medicinal components like pastinacine."
Gentian,Plantae,Angiosperms,Dicotyledons,Gentianales,Gentianaceae,Gentiana,Gentian,"Gentian contains bioactive components such as gentiopicroside and gentianine, which have the effects of clearing heat, drying dampness, and purging liver and gallbladder fire."
Lysimachia,Plantae,Angiosperms,Dicotyledons,Gentianales,Primulaceae,Lysimachia,Lysimachia,"Lysimachia contains flavonoids, phenols, amino acids, and other compounds, which have the effects of clearing heat, detoxifying, and promoting diuresis."
Lithospermum,Plantae,Angiosperms,Dicotyledons,Gentianales,Boraginaceae,Lithospermum,Lithospermum,"Lithospermum is rich in shikonin, β-carotene, and other compounds, which have the effects of clearing heat, detoxifying, and promoting blood circulation to remove stasis."
Gelsemium,Plantae,Angiosperms,Dicotyledons,Gentianales,Rubiaceae,Gelsemium,Gelsemium elegans,"Gelsemium contains alkaloids such as gelsemine and gelseminine, which have the effects of clearing heat, detoxifying, reducing swelling, and relieving pain."
Yunnan Lithospermum,Plantae,Angiosperms,Dicotyledons,Gentianales,Boraginaceae,Lithospermum,Lithospermum erythrorhizon,"Yunnan Lithospermum contains various bioactive components, which have the effects of clearing heat, detoxifying, promoting blood circulation, and removing blood stasis."
Hedyotis diffusa,Plantae,Angiosperms,Dicotyledons,Gentianales,Rubiaceae,Hedyotis,Hedyotis diffusa,"Hedyotis diffusa contains various bioactive components, which have the effects of clearing heat, detoxifying, promoting diuresis, and reducing swelling."
Yunnan Gentian,Plantae,Angiosperms,Dicotyledons,Gentianales,Gentianaceae,Gentiana,Gentiana rigescens,"Yunnan Gentian contains bioactive components such as gentiopicroside and gentianine, which have the effects of clearing heat, drying dampness, and purging liver and gallbladder fire."
Caraway Juice,Plantae,Angiosperms,Dicotyledons,Apiales,Apiaceae,Carum,Carum carvi,"Caraway contains volatile oils (such as caraway oil), flavonoids, vitamins, and minerals, which have the effects of promoting digestion and relieving gastrointestinal discomfort."
Physalis,Plantae,Angiosperms,Dicotyledons,Asterales,Solanaceae,Physalis,Physalis,"Physalis fruits are rich in protein, fat, carbohydrates, vitamins, minerals, and physalin, and have effects such as clearing heat, detoxifying, and promoting diuresis."
Orange Juice,Plantae,Angiosperms,Dicotyledons,Rosales,Rutaceae,Citrus,Orange,"Orange juice is rich in vitamin C, potassium, calcium, dietary fiber, and antioxidants such as flavonoids and vitamin P, which help enhance immunity and promote skin health."
Wild Potato,Plantae,Angiosperms,Dicotyledons,Solanales,Solanaceae,Solanum,Wild Potato,"Contains carbohydrates, fiber, vitamin C, vitamin B6, as well as potassium and iron."
Wild Rice,Plantae,Angiosperms,Monocotyledon,Poales,Poaceae,Oryza,Wild Rice,"Contains large amounts of carbohydrates, protein, fiber, vitamins B1, B2, B6, and minerals such as magnesium and phosphorus."
Wild Wheat,Plantae,Angiosperms,Monocotyledon,Poales,Poaceae,Triticum,Wild Wheat,"Contains protein, carbohydrates, dietary fiber, B vitamins, and minerals such as iron and zinc."
Wild Soybean,Plantae,Angiosperms,Dicotyledons,Fabales,Fabaceae,Glycine,Wild Soybean,"Rich in protein, carbohydrates, fat, dietary fiber, B vitamins, iron, and calcium."
Wild Oats,Plantae,Angiosperms,Monocotyledon,Poales,Poaceae,Avena,Wild Oats,"Contains carbohydrates, protein, dietary fiber, vitamins B1, B5, B6, and minerals such as magnesium and zinc."
Rosa Roxburghii,Plantae,Angiosperms,Dicotyledons,Myrtales,Apocynaceae,Opuntia,Rosa roxburghii,"Opuntia is rich in vitamin C, vitamin A, fiber, calcium, iron, and various minerals, which help boost immunity and promote digestion."
Hazelnut,Plantae,Angiosperms,Dicotyledons,Fagales,Betulaceae,Corylus,Hazelnut,"Hazelnuts are rich in healthy fats, protein, vitamin E, magnesium, copper, manganese, and zinc, which are beneficial for heart health."
Wild Blueberries,Plantae,Angiosperms,Dicotyledons,Ericales,Ericaceae,Vaccinium,Wild Blueberries,"Wild blueberries are rich in antioxidants, vitamin C, vitamin K, fiber, and minerals, which help improve vision and boost immunity."
Fern,Plantae,Pteridophyta,Filicopsida,Polypodiales,Polypodiaceae,Lycopodium,Fern,"Fern is rich in vitamin A, vitamin C, calcium, iron, and fiber, which helps promote bone health and digestive system function."
"Forest mushroom (e.g., Boletus)",Fungi,Basidiomycota,Basidiomycetes,Boletales,Boletaceae,Boletus,Boletus,"Boletus is rich in protein, fiber, vitamin D, potassium, and iron, which helps enhance immunity and maintain cardiovascular health."
Wild jujube,Plantae,Angiosperms,Dicotyledons,Rhamnales,Rhamnaceae,Ziziphus,Wild jujube,"Wild jujube is rich in vitamin C, vitamin A, calcium, iron, and various antioxidants, which helps boost immunity and promote blood circulation."
Pecan,Plantae,Angiosperms,Dicotyledons,Juglandales,Juglandaceae,Juglans,Pecan,"Pecan is rich in monounsaturated fats, protein, fiber, vitamin E, magnesium, and manganese, which helps with heart health and antioxidant properties."
Wild yam,Plantae,Angiosperms,Monocotyledon,Dioscoreales,Dioscoreaceae,Dioscorea,Wild Yam,"Wild yam is rich in starch, protein, vitamin C, and B vitamins, which aid in digestion and boost the immune system."
Chestnut,Plantae,Angiosperms,Dicotyledons,Fagales,Fagaceae,Castanea,Chestnut,"Chestnuts are rich in starch, fiber, vitamin C, calcium, and magnesium, which help provide energy and promote bone health."
White Mushroom,Fungi,Basidiomycota,Basidiomycetes,Agaricales,Agaricaceae,Agaricus,White Mushroom,"White mushrooms contain vitamin D, B vitamins, fiber, and minerals, which help boost immunity and promote digestion."
Mulberry,Plantae,Angiosperms,Dicotyledons,Rosales,Moraceae,Morus,Mulberry,"Mulberries are rich in vitamin C, vitamin K, iron, calcium, fiber, and antioxidants, which help boost immunity and improve blood health."
Wild Sichuan Pepper,Plantae,Angiosperms,Dicotyledons,Sapindales,Rutaceae,Zanthoxylum,Zanthoxylum bungeanum,"Sichuan pepper is rich in vitamin C, minerals, essential oils, and antioxidants, which help promote digestion and relieve pain."
Yam Bean,Plantae,Angiosperms,Monocotyledon,Dioscoreales,Dioscoreaceae,Dioscorea,Pachyrhizus erosus,"Yam beans are rich in starch, protein, vitamin C, and B vitamins, which contribute to digestive health and immune system enhancement."
Pine Nut,Plantae,Angiosperms,Dicotyledons,Pinales,Pinaceae,Pinus,Pinus koraiensis,"Pine nuts are rich in healthy fats, protein, vitamin E, magnesium, and manganese, which are beneficial for heart health."
Wild Asparagus,Plantae,Angiosperms,Monocotyledon,Asparagales,Asparagaceae,Asparagus,Asparagus officinalis,"Asparagus is rich in vitamins A, C, K, fiber, and minerals, which aid in digestion and provide antioxidant benefits."
Wild Longan,Plantae,Angiosperms,Dicotyledons,Sapindales,Rutaceae,Dimocarpus,Longan,"Longan contains vitamin C, B vitamins, iron, and calcium, which help enhance the immune system and promote blood health."
Wood Ear Mushroom,Fungi,Basidiomycota,Basidiomycetes,Auriculariales,Auriculariaceae,Auricularia,Wood Ear Mushroom,"Wood Ear Mushroom is rich in fiber, vitamin D, iron, and calcium, which aid in blood circulation and bone health."
Wild Daylily,Plantae,Angiosperms,Dicotyledons,Asparagales,Liliaceae,Hemerocallis,Daylily,"Daylily is rich in vitamin A, vitamin C, calcium, iron, and antioxidants, which help maintain eye health and immune function."
Strawberry,Plantae,Angiosperms,Dicotyledons,Rosales,Rosaceae,Fragaria,Strawberry,"Strawberries are rich in vitamin C, fiber, manganese, and antioxidants, which are beneficial for the immune system and cardiovascular health."
Wild Papaya,Plantae,Angiosperms,Dicotyledons,Caricaceae,Caricaceae,Carica,Papaya,"Papaya is rich in vitamin C, vitamin A, folate, and fiber, which aids digestion and boosts immunity."
Fig,Plantae,Angiosperms,Dicotyledons,Rosales,Moraceae,Ficus,Fig,"Figs are rich in fiber, vitamin B6, calcium, and iron, which help promote digestion and bone health."
Matsutake,Fungi,Basidiomycota,Basidiomycetes,Matsutake order,Matsutake family,Matsutake genus,Matsutake,"Matsutake is rich in protein, fiber, vitamin D, and minerals, which are beneficial for the immune system and bone health."
Chestnut,Plantae,Angiosperms,Dicotyledons,Fagales,Fagaceae,Castanea,,"Rich in protein, starch, fat, and various vitamins, it is known as 'woody grain, iron-clad crop.'"
Konjac,Plantae,Angiosperms,Monocotyledon,Arales,Araceae,Amorphophallus,,"Rich in dietary fiber, various amino acids, and trace elements, the tuber can be processed into konjac flour, which is a low-calorie food."
Kudzu root,Plantae,Angiosperms,Dicotyledons,Fabales,Fabaceae,Pueraria,,"Rich in starch, dietary fiber, isoflavones, and various minerals, its roots can be eaten or used as medicine."
Lily,Plantae,Angiosperms,Monocotyledon,Asparagales,Liliaceae,Lilium,,"Rich in starch, protein, fat, and various vitamins. Its bulb can be eaten or used as medicine."
Lotus root,Plantae,Angiosperms,Dicotyledons,Nymphaeales,Nymphaeaceae,Nelumbo,,"Rich in starch, protein, vitamins, and various minerals. It is a common root vegetable."
Solomon's Seal,Plantae,Angiosperms,Dicotyledons,Asparagales,Liliaceae,Polygonatum,,"Rich in starch, polysaccharides, amino acids, and various trace elements. It is a plant with both medicinal and edible uses."
Quinoa,Plantae,Angiosperms,Dicotyledons,Caryophyllales,Amaranthaceae,Chenopodium,,"Rich in complete protein, dietary fiber, vitamins, and minerals. It is a highly regarded superfood in recent years."
Wild Pea,Plantae,Angiosperms,Dicotyledons,Fabales,Fabaceae,Vicia,,"Rich in protein, starch, and various vitamins. It is a high-quality plant protein source in forests."
Angelica,Plantae,Angiosperms,Dicotyledons,Apiales,Apiaceae,Angelica,,"Rich in starch, dietary fiber, and various medicinal components. It is a plant with both medicinal and edible uses."
Wild Garlic,Plantae,Angiosperms,Monocotyledon,Asparagales,"Alliaceae (or Amaryllidaceae, depending on the specific species)",Allium (or related genera),,"Rich in dietary fiber, vitamins, and minerals, with a unique garlic flavor."
Wild Chives,Plantae,Angiosperms,Monocotyledon,Asparagales,Alliaceae,Allium,,"Similar to chives, rich in vitamins, minerals, and dietary fiber."
Wild Buckwheat,Plantae,Angiosperms,Dicotyledons,Polygonales,Polygonaceae,Fagopyrum,,"Rich in protein, starch, and various minerals, a high-quality coarse grain in the forest."
Wild Arrowhead,Plantae,Angiosperms,Monocotyledon,Alismatales,Alismataceae,Sagittaria,,"Rich in starch, protein, and various vitamins, a plant with both medicinal and edible uses."
Thyme,Plantae,Angiosperms,Magnoliopsida,Lamiales,Lamiaceae,Thymus,Thyme,"Contains various nutrients, including essential oils, flavonoids, minerals, and vitamins."
White Cardamom,Plantae,Angiosperms,Magnoliopsida,Zingiberales,Zingiberaceae,Amomum,Amomum kravanh,"Carbohydrates, proteins, vitamins, etc."
Kaempferia galanga,Plantae,Angiosperms,Monocotyledon,Zingiberales,Zingiberaceae,Kaempferia,Kaempferia galanga,"Volatile oils, flavonoids, coumarins, proteins, starch, and mucilage, etc."
Lemongrass,Plantae,Tracheophyta,Magnoliopsida,Magnoliales,Poaceae,Cymbopogon,Cymbopogon citratus,"Proteins, fats, saturated fatty acids, carbohydrates, sodium, magnesium, potassium, vitamins, etc."
Clove,Plantae,Angiosperms,Dicotyledons,Myrtales,Myrtaceae,Syzygium,Syzygium aromaticum,"Volatile oils, flavonoids, coumarins, proteins, starch, and mucilage, etc."
Cynomorium,Plantae,Angiosperms,Magnoliopsida,Saxifragales,Cynomoriaceae,Cynomorium,Cynomorium songaricum,"Contains anthocyanins, triterpenoid saponins, tannins, daucosterol, β-sitosterol, ursolic acid, catechin, gallic acid"
Angelica sinensis,Plantae,Angiosperms,Magnoliopsida,Apiales,Apiaceae,Angelica,Angelica sinensis,"Includes volatile oils, phenolic compounds, coumarin compounds, terpenoids, cis-apigenin, etc."
Terminalia chebula,Plantae,Angiosperms,Dicotyledons,Myrtales,Combretaceae,Terminalia,Terminalia chebula,"Rich in various vitamins, minerals, and antioxidants"
Cumin,Plantae,Angiosperms,Magnoliopsida,Apiales,Apiaceae,Cuminum,Cuminum cyminum,"Includes carbohydrates, fats, proteins, fiber, etc."
Ligusticum,Plantae,Angiosperms,Dicotyledons,Apiales,Apiaceae,Ligusticum,Ligusticum chuanxiong,"Rich in volatile oils, niacin, sucrose, polysaccharides, etc."
Piper longum,Plantae,Angiosperms,Magnoliopsida,Piperales,Piperaceae,Piper,Piper longum,"Contains piperine, palmitic acid, piperidine, volatile oils, etc."
Gardenia jasminoides,Plantae,Angiosperms,Dicotyledons,Gentianales,Rubiaceae,Gardenia,Gardenia jasminoides,"Mainly contains carotenoids such as crocin and crocetin, as well as iridoid glycosides like geniposide, flavonoids, and chlorogenic acid."
Amomum tsao-ko,Plantae,Angiosperms,Magnoliopsida,Zingiberales,Zingiberaceae,Amomum,Amomum tsao-ko,"Contains dietary fiber, protein, vitamin A, vitamin C, calcium, etc."
Eucalyptus globulus,Plantae,Angiosperms,Dicotyledons,Myrtales,Myrtaceae,Eucalyptus,Eucalyptus globulus,"Includes volatile oils, rutin, quercitrin, quercetin, L(+)-homoserine, etc."
Longan,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Dimocarpus,Longan,"Rich in glucose, fructose, vitamin B1 and B2, vitamin C, calcium, iron, phosphorus, etc."
Astragalus,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Astragalus,Astragalus,"Polysaccharides, proteins, carotene, vitamin C, iron, zinc, etc."
Peach,Plantae,Angiosperms,Magnoliopsida,Rosales,Rosaceae,Plum,Peach,"Including vitamin C, minerals, dietary fiber, antioxidants, proteins, and carbohydrates, etc."
Olive,Plantae,Angiosperms,Dicotyledons,Sapindales,Oleaceae,Olea,Olive,"Contains 17 amino acids required by the human body, the flesh contains proteins, carbohydrates, fats, vitamin C, and minerals such as calcium, phosphorus, and iron."
Amomum,Plantae,Angiosperms,Magnoliopsida,Zingiberales,Zingiberaceae,Amomum,Amomum,"Carbohydrates, fats, proteins, dietary fiber, vitamins and minerals, volatile oils, etc."
Magnolia,Plantae,Angiosperms,Dicotyledons,Ranunculales,Magnoliaceae,Magnolia,Magnolia,"Main components include eugenol, citral, etc., the roots mainly contain magnoflorine, and the flowers and fruits mainly contain paeoniflorin."
Angelica,Plantae,Angiosperms,Dicotyledons,Apiales,Apiaceae,Angelica,Angelica,"Proteins, vitamins, minerals, dietary fiber, polyphenols, flavonoids, etc."
Sesame,Plantae,Angiosperms,Magnoliopsida,Lamiales,Pedaliaceae,Sesamum,Sesame,"fat, protein, carbohydrates, vitamin A, vitamin E, lecithin, calcium, iron, magnesium, etc."
Ginkgo nut,Plantae,Angiosperms,Pinopsida,Ginkgoales,Ginkgoaceae,Ginkgo,Ginkgo biloba,"protein, vitamin C, riboflavin, carotene, flavonoids, and polysaccharides, etc."
