EntityA,EntityB,Relation
Apple Pollen,with effects of moistening the lungs,contains
Apricot Pollen,Angiosperms,belongs to
Apricot Pollen,Apricot,belongs to
Apricot Pollen,Dicotyledons,belongs to
Apricot Pollen,Plantae,belongs to
Apricot Pollen,Rosaceae,belongs to
Apricot Pollen,Rosales,belongs to
Apricot Pollen,Rich in vitamin C,contains
Apricot Pollen,promoting bowel movements.,contains
Apricot Pollen,with effects of beautifying the skin,contains
Apricot Pollen,β-carotene,contains
Arisaema,Alismatales,belongs to
Arisaema,Araceae,belongs to
Arisaema,Arisaema,belongs to
Arisaema,Magnoliopsida,belongs to
Arisaema,Plantae,belongs to
Arisaema,Tracheophyta,belongs to
Arisaema,Alkaloids,contains
Arisaema,fatty acids,contains
Arisaema,flavonoids,contains
Arisaema,lignans,contains
Arisaema,phenols,contains
Arisaema,sterols,contains
Aristolochia,Angiosperms,belongs to
Aristolochia,Aristolochia debilis,belongs to
Aristolochia,Fibraurea,belongs to
Aristolochia,Magnoliopsida,belongs to
Aristolochia,Menispermaceae,belongs to
Aristolochia,Plantae,belongs to
Aristolochia,Ranunculales,belongs to
Aristolochia,Aristolochic acid,contains
Aristolochia,magnoflorine,contains
Aristolochia,β-sitosterol,contains
Aronia Berry,Angiosperms,belongs to
Aronia Berry,Aronia Berry,belongs to
Aronia Berry,Dicotyledons,belongs to
Aronia Berry,Ericaceae,belongs to
Aronia Berry,Ericales,belongs to
Aronia Berry,Plantae,belongs to
Aronia Berry,Vaccinium,belongs to
Aronia Berry,Aronia berries are rich in vitamins,contains
Aronia Berry,assist in improving anemia,contains
Aronia Berry,carbohydrates,contains
Aronia Berry,dietary fiber,contains
Aronia Berry,minerals,contains
Aronia Berry,other nutrients,contains
Aronia Berry,promote digestion,contains
Aronia Berry,protect the heart.,contains
Aronia Berry,protect vision,contains
Aronia Berry,protein,contains
Aronia Berry,which help supplement nutrition,contains
Arrowhead,Alismataceae,belongs to
Arrowhead,Alismatales,belongs to
Arrowhead,Angiosperms,belongs to
Arrowhead,Arrowhead,belongs to
Arrowhead,Monocotyledon,belongs to
Arrowhead,Plantae,belongs to
Arrowhead,Sagittaria,belongs to
Arrowhead,Contains carbohydrates,contains
Arrowhead,fiber,contains
Arrowhead,potassium,contains
Arrowhead,vitamin C.,contains
Artemisia annua,Angiosperms,belongs to
Artemisia annua,Artemisia,belongs to
Artemisia annua,Artemisia annua,belongs to
Artemisia annua,Asteraceae,belongs to
Artemisia annua,Asterales,belongs to
Artemisia annua,Magnoliopsida,belongs to
Artemisia annua,Plantae,belongs to
Artemisia annua,Coumarins,contains
Artemisia annua,Diterpenes,contains
Artemisia annua,Flavonoids,contains
Artemisia annua,Phenylpropanoids,contains
Artemisia annua,Sesquiterpenes,contains
Artemisia annua,Volatile Oils,contains
Artemisia anomala,Angiosperms,belongs to
Artemisia anomala,Artemisia,belongs to
Artemisia anomala,Asteraceae,belongs to
Artemisia anomala,Asterales,belongs to
Artemisia anomala,Magnoliopsida,belongs to
Artemisia anomala,Plantae,belongs to
Artemisia anomala,Contains volatile oils,contains
Artemisia anomala,aiding digestion. It is used in folk medicine to treat intestinal,contains
Artemisia anomala,amino acids,contains
Artemisia anomala,can be brewed as a tea for its cooling,contains
Artemisia anomala,clearing heat,contains
Artemisia anomala,detoxifying,contains
Artemisia anomala,etc. The whole plant is used medicinally. In southeastern provinces,contains
Artemisia anomala,gynecological diseases. In recent years,contains
Artemisia anomala,heat-clearing properties.,contains
Artemisia anomala,it has also been used to treat filariasis,contains
Artemisia anomala,it is known as 'Liu Ji Nu' or 'Nan Liu Ji Nu'. It has effects such as promoting blood circulation,contains
Artemisia anomala,mainly flavonoids,contains
Artemisia anomala,phenols,contains
Artemisia anomala,reducing inflammation,contains
Artemisia anomala,regulating menstruation,contains
Artemisia anomala,relieving pain,contains
Artemisia anomala,stomach,contains
Artemisia capillaris,Angiosperms,belongs to
Artemisia capillaris,Artemisia,belongs to
Artemisia capillaris,Artemisia capillaris,belongs to
Artemisia capillaris,Asteraceae,belongs to
Artemisia capillaris,Asterales,belongs to
Artemisia capillaris,Magnoliopsida,belongs to
Artemisia capillaris,Plantae,belongs to
Artemisia capillaris,Capillarin,contains
Artemisia capillaris,Capillene,contains
Artemisia capillaris,Capillin,contains
Artemisia capillaris,β-Pinene,contains
Artemisia japonica,Angiosperms,belongs to
Artemisia japonica,Artemisia,belongs to
Artemisia japonica,Artemisia japonica,belongs to
Artemisia japonica,Asteraceae,belongs to
Artemisia japonica,Asterales,belongs to
Artemisia japonica,Magnoliopsida,belongs to
Artemisia japonica,Plantae,belongs to
Artemisia japonica,1,contains
Artemisia japonica,8-Cineole,contains
Artemisia japonica,Artemisia Ketone,contains
Artemisia japonica,Cubebene,contains
Artemisia japonica,Piperitenone,contains
Artemisia japonica,α-Thujone,contains
Artemisia selengensis,Angiosperms,belongs to
Artemisia selengensis,Artemisia,belongs to
Artemisia selengensis,Asteraceae,belongs to
Artemisia selengensis,Asterales,belongs to
Artemisia selengensis,Magnoliopsida,belongs to
Artemisia selengensis,Plantae,belongs to
Artemisia selengensis,Rich in vitamin C,contains
Artemisia selengensis,calcium,contains
Artemisia selengensis,fiber,contains
Artemisia selengensis,potassium.,contains
Artichoke,Angiosperms,belongs to
Artichoke,Asteraceae,belongs to
Artichoke,Asterales,belongs to
Artichoke,Cynara,belongs to
Artichoke,Cynara cardunculus var. scolymus,belongs to
Artichoke,Magnoliopsida,belongs to
Artichoke,Plantae,belongs to
Artichoke,Rich in vitamin C,contains
Artichoke,fiber,contains
Artichoke,iron,contains
Artichoke,magnesium.,contains
Asian Blue Lobster,Animalia,belongs to
Asian Blue Lobster,Arthropoda,belongs to
Asian Blue Lobster,Asian Blue Lobster,belongs to
Asian Blue Lobster,Decapoda,belongs to
Asian Blue Lobster,Lobster family,belongs to
Asian Blue Lobster,Lobster genus,belongs to
Asian Blue Lobster,Malacostraca,belongs to
Asian Blue Lobster,B vitamins such as vitamin B1,contains
Asian Blue Lobster,Rich in protein,contains
Asian Blue Lobster,as well as minerals such as phosphorus,contains
Asian Blue Lobster,calcium,contains
Asian Blue Lobster,containing abundant vitamin E,contains
Asian Blue Lobster,iron,contains
Asian Blue Lobster,low in fat,contains
Asian Blue Lobster,magnesium,contains
Asian Blue Lobster,niacin,contains
Asian Blue Lobster,potassium,contains
Asian Blue Lobster,vitamin B2,contains
Asian Blue Lobster,zinc,contains
Asian Wild Elephant,Animalia,belongs to
Asian Wild Elephant,Asian Elephant,belongs to
Asian Wild Elephant,Chordata,belongs to
Asian Wild Elephant,Elephantidae,belongs to
Asian Wild Elephant,Elephas,belongs to
Asian Wild Elephant,Mammalia,belongs to
Asian Wild Elephant,Proboscidea,belongs to
Asian Wild Elephant,Besides containing protein,contains
Asian Wild Elephant,actin,contains
Asian Wild Elephant,actomyosin,contains
Asian Wild Elephant,albumin,contains
Asian Wild Elephant,carbohydrates (such as glycogen),contains
Asian Wild Elephant,hemoglobin. The vitamins it contains are much richer than those in the meat of general warm-blooded animals.,contains
Asian Wild Elephant,inorganic salts. The triglycerides in fat tissue contain a very high level of palmitic acid. The main proteins include myosin,contains
Asian Wild Elephant,it also has fat,contains
Asian Wild Elephant,myoglobin,contains
Asian Wild Elephant,non-protein nitrogenous substances (such as creatine),contains
Asian Wild Elephant,organic acids,contains
Asian Wild Elephant,tropomyoglobin,contains
Asian swamp eel,Actinopterygii,belongs to
Asian swamp eel,Animalia,belongs to
Asian swamp eel,Asian swamp eel,belongs to
Asian swamp eel,Chordata,belongs to
Asian swamp eel,Monopterus,belongs to
Asian swamp eel,Synbranchidae,belongs to
Asian swamp eel,Synbranchiformes,belongs to
Asian swamp eel,Cholesterol: 126mg,contains
Asian swamp eel,Fat: 1.4g,contains
Asian swamp eel,Protein: 18.0g,contains
Asian swamp eel,Selenium: 34.6μg,contains
Asian swamp eel,Sodium: 70mg,contains
Asparagus,Alismataceae,belongs to
Asparagus,Alismatales,belongs to
Asparagus,Angiosperms,belongs to
Asparagus,Asparagaceae,belongs to
Asparagus,Asparagales,belongs to
Asparagus,Asparagus,belongs to
Asparagus,Monocotyledon,belongs to
Asparagus,Plantae,belongs to
Asparagus,Calcium.,contains
Asparagus,Potassium,contains
Asparagus,Rich in Fiber,contains
Asparagus,Rich in fiber,contains
Asparagus,Rich in vitamin A,contains
Asparagus,Vitamin C,contains
Asparagus,folic acid.,contains
Asparagus,potassium.,contains
Asparagus,vitamin A,contains
Asparagus,vitamin C,contains
Asparagus,vitamin K,contains
Asparagus cochinchinensis,Angiosperms,belongs to
Asparagus cochinchinensis,Asparagales,belongs to
Asparagus cochinchinensis,Asparagus,belongs to
Asparagus cochinchinensis,Asparagus cochinchinensis,belongs to
Asparagus cochinchinensis,Liliaceae,belongs to
Asparagus cochinchinensis,Monocotyledon,belongs to
Asparagus cochinchinensis,Plantae,belongs to
Asparagus cochinchinensis,Steroidal saponins,contains
Asparagus cochinchinensis,amino acids,contains
Asparagus cochinchinensis,etc.,contains
Asparagus cochinchinensis,oligosaccharides,contains
Asparagus cochinchinensis,polysaccharides,contains
Astragalus,Astragalus,belongs to
Astragalus,Fabaceae,belongs to
Astragalus,Fabales,belongs to
Astragalus,Magnoliopsida,belongs to
Astragalus,Plantae,belongs to
Astragalus,Tracheophyta,belongs to
Astragalus,Polysaccharides,contains
Astragalus,carotene,contains
Astragalus,etc.,contains
Astragalus,iron,contains
Astragalus,proteins,contains
Astragalus,vitamin C,contains
Astragalus,zinc,contains
Atractylodes macrocephala,Angiosperms,belongs to
Atractylodes macrocephala,Asteraceae,belongs to
Atractylodes macrocephala,Asterales,belongs to
Atractylodes macrocephala,Atractylodes macrocephala,belongs to
Atractylodes macrocephala,Magnoliopsida,belongs to
Atractylodes macrocephala,Plantae,belongs to
Atractylodes macrocephala,Volatile oils,contains
Atractylodes macrocephala,amino acids,contains
Atractylodes macrocephala,flavonoids,contains
Atractylodes macrocephala,polysaccharides,contains
Atractylodes macrocephala,saponins,contains
Atractylodes macrocephala,trace elements,contains
Atractylodes macrocephala,vitamins,contains
Atyopsis spinipes,Animalia,belongs to
Atyopsis spinipes,Arthropoda,belongs to
Atyopsis spinipes,Atyidae,belongs to
Atyopsis spinipes,Atyopsis,belongs to
Atyopsis spinipes,Atyopsis spinipes,belongs to
Atyopsis spinipes,Decapoda,belongs to
Atyopsis spinipes,Malacostraca,belongs to
Atyopsis spinipes,B1,contains
Atyopsis spinipes,B2,contains
Atyopsis spinipes,E,contains
Atyopsis spinipes,Rich in protein,contains
Atyopsis spinipes,but also contains abundant taurine,contains
Atyopsis spinipes,iodine,contains
Atyopsis spinipes,magnesium,contains
Atyopsis spinipes,niacin.,contains
Atyopsis spinipes,phosphorus. It also contains vitamins A,contains
Atyopsis spinipes,which helps reduce serum cholesterol in humans. It is rich in trace elements such as potassium,contains
Atyopsis spinipes,with high cholesterol content,contains
Avocado,Angiosperms,belongs to
Avocado,Avocado,belongs to
Avocado,Lauraceae,belongs to
Avocado,Magnoliopsida,belongs to
Avocado,Persea,belongs to
Avocado,Plantae,belongs to
Avocado,Sapindales,belongs to
Avocado,The seed kernel is rich in fat,contains
Avocado,can also be used to make margarine.,contains
Avocado,industrial oil,contains
Avocado,serving as an important edible oil,contains
Avocado Fruit,Angiosperms,belongs to
Avocado Fruit,Avocado,belongs to
Avocado Fruit,Dicotyledons,belongs to
Avocado Fruit,Lauraceae,belongs to
Avocado Fruit,Laurales,belongs to
Avocado Fruit,Plantae,belongs to
Avocado Fruit,Avocados contain nutrients such as protein,contains
Avocado Fruit,calcium,contains
Avocado Fruit,carbohydrates,contains
Avocado Fruit,fat,contains
Avocado Fruit,fiber,contains
Avocado Fruit,iron,contains
Avocado Fruit,magnesium,contains
Avocado Fruit,more.,contains
Avocado Fruit,phosphorus,contains
Avocado Fruit,potassium,contains
Avocado Fruit,sodium,contains
Avocado Fruit,vitamin B6,contains
Avocado Fruit,vitamin C,contains
Avocado Fruit,vitamin E,contains
Avocado Fruit,vitamin K,contains
Avocado Fruit,zinc,contains
Axillary Hair Berchemia,Angiosperms,belongs to
Axillary Hair Berchemia,Axillary Hair Berchemia,belongs to
Axillary Hair Berchemia,Berchemia,belongs to
Axillary Hair Berchemia,Magnoliopsida,belongs to
Axillary Hair Berchemia,Plantae,belongs to
Axillary Hair Berchemia,Rhamnaceae,belongs to
Axillary Hair Berchemia,Rhamnales,belongs to
Axillary Hair Berchemia,The roots,contains
Axillary Hair Berchemia,abscesses. Additionally,contains
Axillary Hair Berchemia,acute,contains
Axillary Hair Berchemia,branches can be used to make nose rings for cattle.,contains
Axillary Hair Berchemia,chronic bronchitis,contains
Axillary Hair Berchemia,dysentery,contains
Axillary Hair Berchemia,dysmenorrhea,contains
Axillary Hair Berchemia,fractures,contains
Axillary Hair Berchemia,jaundice,contains
Axillary Hair Berchemia,or leaves can be used medicinally. They have effects such as dispelling wind,contains
Axillary Hair Berchemia,phlegm. They are mainly used to treat rheumatic joint pain,contains
Axillary Hair Berchemia,postpartum abdominal pain,contains
Axillary Hair Berchemia,promoting blood circulation,contains
Axillary Hair Berchemia,promoting diuresis,contains
Axillary Hair Berchemia,relieving cough,contains
Axillary Hair Berchemia,relieving pain,contains
Axillary Hair Berchemia,stems,contains
Axillary Hair Berchemia,traumatic injuries,contains
Axillary Hair Berchemia,tuberculosis,contains
Axillary Hair Berchemia,young leaves can be used as a tea substitute,contains
Azalea Fruit,Angiosperms,belongs to
Azalea Fruit,Azalea,belongs to
Azalea Fruit,Dicotyledons,belongs to
Azalea Fruit,Ericaceae,belongs to
Azalea Fruit,Ericales,belongs to
Azalea Fruit,Plantae,belongs to
Azalea Fruit,Rhododendron,belongs to
Azalea Fruit,No specific nutritional information available.,contains
Badger,Animalia,belongs to
Badger,Carnivora,belongs to
Badger,Chordata,belongs to
Badger,Mammalia,belongs to
Badger,Meles,belongs to
Badger,Meles meles,belongs to
Badger,Mustelidae,belongs to
Badger,B vitamins,contains
Badger,Contains nutrients such as protein,contains
Badger,calcium,contains
Badger,etc.,contains
Badger,iron,contains
Badger,vitamin E,contains
Bai Liang Jin,Angiosperms,belongs to
Bai Liang Jin,Ardisia,belongs to
Bai Liang Jin,Magnoliopsida,belongs to
Bai Liang Jin,Myrsinaceae,belongs to
Bai Liang Jin,Plantae,belongs to
Bai Liang Jin,Primulales,belongs to
Bai Liang Jin,The roots,contains
Bai Liang Jin,abscesses,contains
Bai Liang Jin,bone tuberculosis,contains
Bai Liang Jin,cough with blood from overwork,contains
Bai Liang Jin,injuries. They are also used to treat turbid urine,contains
Bai Liang Jin,leaves have the effects of clearing heat,contains
Bai Liang Jin,nephritis edema,contains
Bai Liang Jin,promoting blood circulation. They are used to treat sore throat,contains
Bai Liang Jin,relaxing tendons,contains
Bai Liang Jin,rheumatism,contains
Bai Liang Jin,snake bites. The fruit is edible,contains
Bai Liang Jin,soothing the throat,contains
Bai Liang Jin,the seeds can be pressed for oil.,contains
Bai Liang Jin,tonsillitis,contains
Bailingshan Red Camellia,Angiosperms,belongs to
Bailingshan Red Camellia,Bailingshan Red Camellia,belongs to
Bailingshan Red Camellia,Camellia,belongs to
Bailingshan Red Camellia,Magnoliopsida,belongs to
Bailingshan Red Camellia,Parietales,belongs to
Bailingshan Red Camellia,Plantae,belongs to
Bailingshan Red Camellia,Theaceae,belongs to
Bailingshan Red Camellia,Generally contains tea polyphenols,contains
Bailingshan Red Camellia,amino acids,contains
Bailingshan Red Camellia,anti-inflammatory,contains
Bailingshan Red Camellia,beauty-enhancing effects.,contains
Bailingshan Red Camellia,cardiovascular protection,contains
Bailingshan Red Camellia,etc. It has antioxidant,contains
Bailingshan Red Camellia,minerals,contains
