EntityA,EntityB,Relation
Bean moth larva,crude fat content of 23.68%,contains
Bean moth larva,essential amino acids accounting for 52.84% of total amino acids,contains
Bean moth larva,semi-essential amino acids accounting for 9.70%,contains
Bean moth larva,unsaturated fatty acids of 64.17%,contains
Bean moth larva,with linolenic acid reaching 36.53%.,contains
Beautiful Tooth Camellia,Contains various amino acids,contains
Beautiful Tooth Camellia,anti-inflammatory,contains
Beautiful Tooth Camellia,cardiovascular health protection.,contains
Beautiful Tooth Camellia,immune-boosting,contains
Beautiful Tooth Camellia,minerals. Helps with antioxidant,contains
Beautiful Tooth Camellia,tea polyphenols,contains
Beautiful Tooth Camellia,vitamins,contains
Beauty pine nuts,Similar to the above pine nuts,contains
Beauty pine nuts,etc.,contains
Beauty pine nuts,minerals,contains
Beauty pine nuts,proteins,contains
Beauty pine nuts,rich in oils,contains
Beauty pine nuts,vitamins,contains
Bee pollen drink,Contains various nutrients,contains
Bee pollen drink,amino acids,contains
Bee pollen drink,carbohydrates,contains
Bee pollen drink,coenzymes.,contains
Bee pollen drink,enzymes,contains
Bee pollen drink,including protein,contains
Bee pollen drink,minerals,contains
Bee pollen drink,vitamins,contains
Bee pupa,Bee pupa is rich in protein,contains
Bee pupa,carbohydrates,contains
Bee pupa,etc.,contains
Bee pupa,fats,contains
Bee pupa,iron,contains
Bee pupa,it also contains various vitamins,contains
Bee pupa,minerals. The protein content exceeds 20%,contains
Bee pupa,selenium,contains
Bee pupa,the vitamin A content is significantly higher than that of beef,contains
Bee pupa,the vitamin D content is 10 times that of dried fish oil,contains
Bee pupa,trace elements such as zinc,contains
Bee pupa,vitamins,contains
Beet,Rich in fiber,contains
Beet,folate,contains
Beet,iron.,contains
Beet,magnesium.,contains
Beet,vitamin A,contains
Beet,vitamin C,contains
Bei Ma Dou Ling,This species is used medicinally. The stems,contains
Bei Ma Dou Ling,calming asthma. The root is called Qing Mu Xiang,contains
Bei Ma Dou Ling,diuresis. The fruit is called Ma Dou Ling,contains
Bei Ma Dou Ling,has the effects of strengthening the stomach,contains
Bei Ma Dou Ling,leaves are called Tian Xian Teng,contains
Bei Ma Dou Ling,lowering blood pressure.,contains
Bei Ma Dou Ling,lowering qi,contains
Bei Ma Dou Ling,regulating qi,contains
Bei Ma Dou Ling,relieving cough,contains
Bei Ma Dou Ling,relieving pain,contains
Bei Ma Dou Ling,treating blood disorders,contains
Bei Ma Dou Ling,which has the effects of clearing heat,contains
Bei Ma Dou Ling,which have the effects of promoting qi circulation,contains
Bei Ma Dou Ling,which is slightly toxic,contains
Belamcanda,Irisflorentin,contains
Belamcanda,belamc,contains
Belamcanda,etc.,contains
Belamcanda,in,contains
Belamcanda,iridin,contains
Belamcanda,iridin glycoside,contains
Belamcanda,pterocarpin,contains
Bell Calyx Camellia,Contains various amino acids,contains
Bell Calyx Camellia,anti-inflammatory,contains
Bell Calyx Camellia,cardiovascular health protection.,contains
Bell Calyx Camellia,immune-boosting,contains
Bell Calyx Camellia,minerals. Helps with antioxidant,contains
Bell Calyx Camellia,tea polyphenols,contains
Bell Calyx Camellia,vitamins,contains
Berchemia floribunda,No specific nutritional information available.,contains
Bergamot,B vitamins (especially vitamin B1,contains
Bergamot,Bergamot is rich in vitamin C,contains
Bergamot,as well as various antioxidant compounds,contains
Bergamot,calcium,contains
Bergamot,dietary fiber,contains
Bergamot,magnesium,contains
Bergamot,other minerals,contains
Bergamot,potassium,contains
Bergamot,vitamin A,contains
Bergamot,vitamin B2),contains
Bergamot,volatile essential oils.,contains
Betel Nut,Alkaloids,contains
Betel Nut,Contains a certain amount of starch,contains
Betel Nut,Contains water,contains
Betel Nut,alkaloids,contains
Betel Nut,arecaidine. The fat contains lauric acid,contains
Betel Nut,as well as active ingredients such as alkaloids. However,contains
Betel Nut,associated health risks should be carefully evaluated.,contains
Betel Nut,catechin,contains
Betel Nut,etc.,contains
Betel Nut,etc. Additionally,contains
Betel Nut,fat,contains
Betel Nut,fatty oils,contains
Betel Nut,flavonoids,contains
Betel Nut,it contains areca red pigment,contains
Betel Nut,it is important to note that the consumption of betel nuts,contains
Betel Nut,leucoanthocyanin,contains
Betel Nut,linoleic acid,contains
Betel Nut,minerals,contains
Betel Nut,oleic acid,contains
Betel Nut,palmitic acid,contains
Betel Nut,protein,contains
Betel Nut,stearic acid,contains
Betel Nut,sugars,contains
Betel Nut,tannins,contains
Betel Nut,their polymers.,contains
Betel Nut,volatile oils,contains
Betel Nut,with the main alkaloids being arecoline,contains
Betel Nut Pollen,Contains arecoline,contains
Betel Nut Pollen,proteins,contains
Betel Nut Pollen,refreshing the mind.,contains
Betel Nut Pollen,vitamins,contains
Betel Nut Pollen,with effects of promoting digestion,contains
Big Blood Vine,Phenolic acids,contains
Big Blood Vine,lignans,contains
Big Blood Vine,other compounds,contains
Big Blood Vine,triterpenes,contains
Big Blood Vine,volatile oils,contains
Big Fruit Gouercha,The leaf shape,contains
Big Fruit Gouercha,but the leaves are hairless or only sparsely pubescent along the veins,contains
Big Fruit Gouercha,dampness,contains
Big Fruit Gouercha,differing from the latter. The roots are used medicinally for dispelling wind,contains
Big Fruit Gouercha,dispersing blood stasis,contains
Big Fruit Gouercha,drupe characteristics are the same as the original variety,contains
Big Fruit Gouercha,farmers often use the branches to make nose rings for cattle,contains
Big Fruit Gouercha,or have tufts of hair in the vein axils,contains
Big Fruit Gouercha,reducing swelling,contains
Big Fruit Gouercha,relieving pain,contains
Big Fruit Gouercha,the petioles are hairless,contains
Big Fruit Gouercha,young leaves can be used as a tea substitute.,contains
Bighead carp,112 milligrams of cholesterol.,contains
Bighead carp,2.2 grams of fat,contains
Bighead carp,Bighead carp contains protein,contains
Bighead carp,calcium,contains
Bighead carp,etc. Per 100 grams of bighead carp,contains
Bighead carp,fat,contains
Bighead carp,iron,contains
Bighead carp,phosphorus,contains
Bighead carp,there is approximately 15.3 grams of protein,contains
Bighead carp,vitamin B2,contains
Bighead carp,vitamin C,contains
Bilberry,Bilberries are rich in vitamin C,contains
Bilberry,Bilberries contain nutrients such as vitamin C,contains
Bilberry,antioxidants,contains
Bilberry,more.,contains
Bilberry,the mineral selenium,contains
Bilberry,total amino acids,contains
Bilberry,vitamin B1,contains
Bilberry,vitamin B2,contains
Bilberry,vitamin E,contains
Bilberry,vitamin K,contains
Bilberry,γ-aminobutyric acid,contains
Birch Sap,B vitamins),contains
Birch Sap,Birch sap contains various minerals (such as potassium,contains
Birch Sap,amino acids,contains
Birch Sap,antioxidants,contains
Birch Sap,calcium,contains
Birch Sap,etc.),contains
Birch Sap,magnesium,contains
Birch Sap,manganese,contains
Birch Sap,natural sugars. It is a natural energy drink containing bioactive substances unique to birch.,contains
Birch Sap,vitamins (such as vitamin C,contains
Bitter Apricot Kernel,Similar to almonds,contains
Bitter Apricot Kernel,but contains higher levels of bioactive components such as amygdalin,contains
Bitter Apricot Kernel,should be consumed in moderation.,contains
Bitter Buckwheat,18 amino acids,contains
Bitter Buckwheat,Tartary buckwheat has high nutritional value,contains
Bitter Buckwheat,bioflavonoids,contains
Bitter Buckwheat,calcium,contains
Bitter Buckwheat,chlorophyll,contains
Bitter Buckwheat,chromium,contains
Bitter Buckwheat,containing protein,contains
Bitter Buckwheat,copper,contains
Bitter Buckwheat,fiber,contains
Bitter Buckwheat,iron,contains
Bitter Buckwheat,manganese,contains
Bitter Buckwheat,multiple components such as magnesium,contains
Bitter Buckwheat,potassium,contains
Bitter Buckwheat,selenium. It is the only crop in the cereal family that combines seven major nutrients.,contains
Bitter Buckwheat,various vitamins,contains
Bitter Buckwheat,zinc,contains
Bitter Chrysanthemum,Rich in vitamin A,contains
Bitter Chrysanthemum,Rich in vitamin C,contains
Bitter Chrysanthemum,calcium,contains
Bitter Chrysanthemum,fiber.,contains
Bitter Chrysanthemum,potassium.,contains
Bitter Chrysanthemum,vitamin A,contains
Bitter Chrysanthemum,vitamin C,contains
Bitter Melon Juice,Bitter melon juice contains alkaloids,contains
Bitter Melon Juice,but due to its bitterness,contains
Bitter Melon Juice,it is not recommended for direct consumption or juicing.,contains
Bitter Melon Juice,minerals,contains
Bitter Melon Juice,potential toxicity,contains
Bitter Melon Juice,vitamins,contains
Bitter Orange,Flavonoids,contains
Bitter Orange,alkaloids,contains
Bitter Orange,coumarins,contains
Bitter Orange,volatile oils,contains
Bitter Tea,9 cm wide. The tea has an extremely bitter taste,contains
Bitter Tea,Grown in mountainous sparse forests at an altitude of 1370 meters,contains
Bitter Tea,is consumed as bitter tea.,contains
Bitter Tea,with trees reaching 8 meters in height. The leaves can be up to 29 cm long,contains
Bitter melon,B vitamins,contains
Bitter melon,Bitter melon contains vitamin C,contains
Bitter melon,antioxidants,contains
Bitter melon,dietary fiber,contains
Bitter melon,etc.,contains
Bitter melon,momordicin,contains
Bitter melon,potassium,contains
Black Goji Berry,Lycium ruthenicum is rich in various nutrients such as protein,contains
Black Goji Berry,especially with a high content of anthocyanins.,contains
Black Goji Berry,minerals,contains
Black Goji Berry,trace elements,contains
Black Goji Berry,vitamins,contains
Black Hornet Venom,Contains various enzymes,contains
Black Hornet Venom,commonly used in medical toxicology research.,contains
Black Hornet Venom,hyaluronidase,contains
Black Hornet Venom,including phospholipase,contains
Black Hornet Venom,pain,contains
Black Hornet Venom,toxins,contains
Black Hornet Venom,which can cause severe inflammatory reactions,contains
Black Tiger,Vitamin C,contains
Black Tiger,antioxidants,contains
Black Tiger,dietary fiber,contains
Black Tiger,etc.,contains
Black Walnut,Black walnut kernels are rich in protein,contains
Black Walnut,calcium,contains
Black Walnut,fat,contains
Black Walnut,iron,contains
Black Walnut,other nutrients.,contains
Black Walnut,with protein content reaching about 28%. They also contain vitamins,contains
Black carp,Black carp is a high-protein,contains
Black carp,a fat content of about 4.2%. It is rich in glutamic acid,contains
Black carp,aspartic acid,contains
Black carp,low-fat food,contains
Black carp,other umami components.,contains
Black carp,with a protein content of about 20.1%,contains
Black-faced God,The branches,contains
Black-faced God,bark contain tannins,contains
Black-faced God,dermatitis.,contains
Black-faced God,eczema,contains
Black-faced God,etc. Boiling the whole plant in water,contains
Black-faced God,hyperlipidemia,contains
Black-faced God,leaves,contains
Black-faced God,leaves are used medicinally to treat gastroenteritis,contains
Black-faced God,rheumatic bone pain,contains
Black-faced God,sore throat,contains
Black-faced God,triterpenes. The seeds contain fatty oils. The roots,contains
Black-faced God,washing externally can treat boils,contains
Black-faced God,with the bark containing 12.02%. The leaves contain phenols,contains
Black-spotted pond frog,There is no specific data on the Nutritional components of pond frogs,contains
Black-spotted pond frog,but as amphibians,contains
Black-spotted pond frog,containing protein,contains
Black-spotted pond frog,minerals.,contains
Black-spotted pond frog,their nutritional value may be similar to other frogs,contains
Black-spotted pond frog,vitamins,contains
Black-tailed Snake,The entire body of the Black-tailed Snake contains 17 types of amino acids,contains
Black-tailed Snake,aspartic acid,contains
Black-tailed Snake,copper,contains
Black-tailed Snake,etc.,contains
Black-tailed Snake,etc. The fatty acid components of the Black-tailed Snake include linoleic acid,contains
Black-tailed Snake,etc. Trace elements include calcium,contains
Black-tailed Snake,including lysine,contains
Black-tailed Snake,iron,contains
Black-tailed Snake,leucine,contains
Black-tailed Snake,palmitic acid,contains
Black-tailed Snake,stearic acid,contains
Black-tailed Snake,zinc,contains
Blackberry,Blackberries contain vitamin C,contains
Blackberry,other nutrients.,contains
Blackberry,the mineral element selenium,contains
Blackberry,total amino acids,contains
Blackberry,vitamin B1,contains
Blackberry,vitamin B2,contains
Blackberry,vitamin E,contains
Blackberry,vitamin K,contains
Blackberry,γ-aminobutyric acid,contains
Blackcurrant Leaf Tea,Contains vitamin C,contains
Blackcurrant Leaf Tea,antioxidants.,contains
Blackcurrant Leaf Tea,calcium,contains
Blackcurrant Leaf Tea,iron,contains
Blackcurrant Leaf Tea,magnesium,contains
Blackcurrant Leaf Tea,phosphorus,contains
Blackcurrant Leaf Tea,potassium,contains
Blackcurrant Leaf Tea,zinc,contains
Blackfish,Cholesterol: 91mg,contains
Blackfish,Fat: 1.2g,contains
Blackfish,Protein: 18.5g,contains
Blackfish,Selenium: 24.6μg,contains
Blackfish,Sodium: 49mg,contains
Blue Sheep,Contains high-quality protein,contains
Blue Sheep,as well as B vitamins,contains
Blue Sheep,essential amino acids,contains
Blue Sheep,iron,contains
Blue Sheep,phosphorus. The fat in lamb contains a high proportion of saturated fatty acids but also provides essential fatty acids.,contains
Blue Sheep,zinc,contains
Blue peacock,Not only is it high in protein,contains
Blue peacock,a calcium-to-phosphorus ratio of 2.1:1,contains
Blue peacock,aluminum,contains
Blue peacock,but it also contains abundant inorganic elements,contains
Blue peacock,calcium. The content of vitamin A,contains
Blue peacock,close to that of breast milk,contains
Blue peacock,copper,contains
Blue peacock,iron,contains
Blue peacock,magnesium,contains
Blue peacock,making it an excellent source of calcium nutrition.,contains
Blue peacock,of excellent quality,contains
Blue peacock,phosphorus,contains
Blue peacock,phosphorus at 9%,contains
Blue peacock,the bones of the blue peacock are also a highly nutritious ingredient,contains
