实体A,实体B,关系,
洋参,维生素和微量元素,含有,
洋参,具有增强免疫力,含有,
洋参,抗疲劳,含有,
洋参,提高记忆力,含有,
紫锥花,植物界,属于,
紫锥花,被子植物门,属于,
紫锥花,双子叶植物纲,属于,
紫锥花,桔梗目,属于,
紫锥花,菊科,属于,
紫锥花,紫锥花属,属于,
紫锥花,紫锥花,属于,
紫锥花,紫锥花含有菊糖,含有,
紫锥花,多糖,含有,
紫锥花,黄酮类化合物,含有,
紫锥花,挥发油,含有,
紫锥花,维生素和矿物质,含有,
紫锥花,具有增强免疫力,含有,
紫锥花,抗炎,含有,
紫锥花,抗病毒,含有,
马黛,植物界,属于,
马黛,被子植物门,属于,
马黛,双子叶植物纲,属于,
马黛,唇形目,属于,
马黛,马黛科,属于,
马黛,伊勒梯木属,属于,
马黛,巴拉圭冬青,属于,
马黛,马黛含有咖啡因,含有,
马黛,单宁,含有,
马黛,维生素,含有,
马黛,矿物质和多种氨基酸,含有,
马黛,具有提神醒脑,含有,
马黛,助消化,含有,
马黛,降低胆固醇,含有,
红景天,植物界,属于,
红景天,被子植物门,属于,
红景天,双子叶植物纲,属于,
红景天,蔷薇目,属于,
红景天,景天科,属于,
红景天,红景天属,属于,
红景天,红景天,属于,
红景天,红景天含有红景天苷,含有,
红景天,黄酮类化合物,含有,
红景天,多糖,含有,
红景天,氨基酸,含有,
红景天,维生素和矿物质,含有,
红景天,具有抗疲劳,含有,
红景天,提高耐力,含有,
红景天,增强免疫力,含有,
石斛,植物界,属于,
石斛,被子植物门,属于,
石斛,单子叶植物纲,属于,
石斛,微子目,属于,
石斛,兰科,属于,
石斛,石斛属,属于,
石斛,多种石斛种,属于,
石斛,石斛含有石斛多糖,含有,
石斛,石斛碱,含有,
石斛,氨基酸,含有,
石斛,微量元素,含有,
石斛,具有增强免疫力,含有,
石斛,抗疲劳,含有,
木蝴蝶,植物界,属于,
木蝴蝶,被子植物门,属于,
木蝴蝶,双子叶植物纲,属于,
木蝴蝶,蔷薇目,属于,
木蝴蝶,紫葳科,属于,
木蝴蝶,木蝴蝶属,属于,
木蝴蝶,木蝴蝶,属于,
木蝴蝶,木蝴蝶含有多种生物活性成分,含有,
木蝴蝶,如木蝴蝶素,含有,
木蝴蝶,黄酮类化合物,含有,
木蝴蝶,氨基酸和矿物质,含有,
木蝴蝶,具有清热解毒,含有,
木蝴蝶,润肺止咳的功效。,含有,
藤三七,植物界,属于,
藤三七,被子植物门,属于,
藤三七,双子叶植物纲,属于,
藤三七,川续断目,属于,
藤三七,落葵科,属于,
藤三七,落葵薯属,属于,
藤三七,藤三七,属于,
藤三七,藤三七含有黄酮类化合物,含有,
藤三七,甾体皂苷,含有,
藤三七,多糖,含有,
藤三七,氨基酸和微量元素,含有,
藤三七,具有降血压,含有,
藤三七,降血脂,含有,
藤三七,增强免疫力,含有,
龙血树叶,植物界,属于,
龙血树叶,被子植物门,属于,
龙血树叶,百合纲,属于,
龙血树叶,百合目,属于,
龙血树叶,龙血树科,属于,
龙血树叶,龙血树属,属于,
龙血树叶,龙血树,属于,
龙血树叶,龙血树叶含有龙血素,含有,
龙血树叶,黄酮类化合物,含有,
龙血树叶,酚类化合物,含有,
龙血树叶,氨基酸和矿物质,含有,
龙血树叶,具有抗炎,含有,
龙血树叶,抗氧化,含有,
龙血树叶,促进伤口愈合,含有,
辣木叶,植物界,属于,
辣木叶,被子植物门,属于,
辣木叶,双子叶植物纲,属于,
辣木叶,辣木目,属于,
辣木叶,辣木科,属于,
辣木叶,辣木属,属于,
辣木叶,辣木,属于,
辣木叶,辣木叶含有丰富的维生素A,含有,
辣木叶,C,含有,
辣木叶,E,含有,
辣木叶,B族维生素,含有,
辣木叶,矿物质（如钙,含有,
辣木叶,铁,含有,
辣木叶,钾）,含有,
辣木叶,蛋白质,含有,
辣木叶,氨基酸。,含有,
金鸡纳,植物界,属于,
金鸡纳,被子植物门,属于,
金鸡纳,双子叶植物纲,属于,
金鸡纳,茜草目,属于,
金鸡纳,茜草科,属于,
金鸡纳,金鸡纳属,属于,
金鸡纳,金鸡纳,属于,
金鸡纳,金鸡纳树皮含有奎宁,含有,
金鸡纳,金鸡纳碱,含有,
金鸡纳,具有抗疟疾和解热的功效。,含有,
猴面包树叶,植物界,属于,
猴面包树叶,被子植物门,属于,
猴面包树叶,双子叶植物纲,属于,
猴面包树叶,锦葵目,属于,
猴面包树叶,木棉科,属于,
猴面包树叶,猴面包树属,属于,
猴面包树叶,猴面包树,属于,
猴面包树叶,猴面包树叶含有维生素C,含有,
猴面包树叶,钙,含有,
猴面包树叶,磷,含有,
猴面包树叶,铁,含有,
猴面包树叶,膳食纤维。,含有,
罗望子叶,植物界,属于,
罗望子叶,被子植物门,属于,
罗望子叶,双子叶植物纲,属于,
罗望子叶,蔷薇目,属于,
罗望子叶,豆科,属于,
罗望子叶,罗望子属,属于,
罗望子叶,罗望子,属于,
罗望子叶,罗望子叶含有多种生物活性物质,含有,
罗望子叶,如罗望子素,含有,
罗望子叶,黄酮类化合物,含有,
罗望子叶,维生素和矿物质。,含有,
香樟叶茶,植物界,属于,
香樟叶茶,被子植物门,属于,
香樟叶茶,双子叶植物纲,属于,
香樟叶茶,樟目,属于,
香樟叶茶,樟科,属于,
香樟叶茶,樟属,属于,
香樟叶茶,香樟,属于,
香樟叶茶,香樟叶含有挥发油（如樟脑,含有,
香樟叶茶,桉叶油醇）,含有,
香樟叶茶,黄酮类化合物,含有,
香樟叶茶,维生素和矿物质。,含有,
野葡萄叶,植物界,属于,
野葡萄叶,被子植物门,属于,
野葡萄叶,双子叶植物纲,属于,
野葡萄叶,葡萄目,属于,
野葡萄叶,葡萄科,属于,
野葡萄叶,葡萄属,属于,
野葡萄叶,野葡萄,属于,
野葡萄叶,野葡萄叶含有抗氧化物质,含有,
野葡萄叶,黄酮类化合物,含有,
野葡萄叶,维生素和矿物质。,含有,
山茱萸茶,植物界,属于,
山茱萸茶,被子植物门,属于,
山茱萸茶,双子叶植物纲,属于,
山茱萸茶,山茱萸目,属于,
山茱萸茶,山茱萸科,属于,
山茱萸茶,山茱萸属,属于,
山茱萸茶,山茱萸,属于,
山茱萸茶,山茱萸含有山茱萸苷,含有,
山茱萸茶,熊果酸,含有,
山茱萸茶,多种氨基酸,含有,
山茱萸茶,维生素和矿物质。,含有,
野木瓜叶,植物界,属于,
野木瓜叶,被子植物门,属于,
野木瓜叶,双子叶植物纲,属于,
野木瓜叶,蔷薇目,属于,
野木瓜叶,蔷薇科,属于,
野木瓜叶,木瓜属,属于,
野木瓜叶,野木瓜,属于,
野木瓜叶,野木瓜叶含有木瓜蛋白酶,含有,
野木瓜叶,木瓜碱,含有,
野木瓜叶,维生素C,含有,
野木瓜叶,维生素A,含有,
野木瓜叶,矿物质,含有,
胡萝卜汁,植物界,属于,
胡萝卜汁,被子植物门,属于,
胡萝卜汁,双子叶植物纲,属于,
胡萝卜汁,伞形目,属于,
胡萝卜汁,伞形科,属于,
胡萝卜汁,胡萝卜属,属于,
胡萝卜汁,胡萝卜,属于,
胡萝卜汁,胡萝卜汁富含维生素A（β-胡萝卜素）,含有,
胡萝卜汁,维生素C,含有,
胡萝卜汁,钾,含有,
胡萝卜汁,膳食纤维,含有,
胡萝卜汁,抗氧化物质。,含有,
姜汁,植物界,属于,
姜汁,被子植物门,属于,
姜汁,单子叶植物纲,属于,
姜汁,芭蕉目,属于,
姜汁,姜科,属于,
姜汁,姜属,属于,
姜汁,姜,属于,
姜汁,姜汁含有姜辣素,含有,
姜汁,姜烯,含有,
姜汁,姜醇,含有,
姜汁,维生素C,含有,
姜汁,矿物质和抗氧化物质。,含有,
西红柿,植物界,属于,
西红柿,被子植物门,属于,
西红柿,双子叶植物纲,属于,
西红柿,茄目,属于,
西红柿,茄科,属于,
西红柿,番茄属,属于,
西红柿,西红柿,属于,
西红柿,西红柿含有丰富的维生素C,含有,
西红柿,胡萝卜素,含有,
西红柿,钾,含有,
西红柿,叶酸,含有,
西红柿,维生素K,含有,
西红柿,抗氧化剂番茄红素,含有,
芹菜,植物界,属于,
芹菜,被子植物门,属于,
芹菜,双子叶植物纲,属于,
芹菜,伞形目,属于,
芹菜,伞形科,属于,
芹菜,芹菜属,属于,
芹菜,芹菜,属于,
芹菜,芹菜含有大量的水分,含有,
芹菜,膳食纤维,含有,
芹菜,维生素K,含有,
芹菜,维生素C,含有,
芹菜,钾,含有,
芹菜,钙,含有,
芹菜,磷,含有,
西兰花,植物界,属于,
西兰花,被子植物门,属于,
西兰花,双子叶植物纲,属于,
西兰花,十字花目,属于,
西兰花,十字花科,属于,
西兰花,芸苔属,属于,
西兰花,西兰花,属于,
西兰花,西兰花富含膳食纤维,含有,
西兰花,维生素C,含有,
西兰花,维生素K,含有,
西兰花,维生素A,含有,
西兰花,钙,含有,
西兰花,铁,含有,
西兰花,抗氧化剂,含有,
甘蔗,植物界,属于,
甘蔗,被子植物门,属于,
甘蔗,单子叶植物纲,属于,
甘蔗,禾本目,属于,
甘蔗,禾本科,属于,
甘蔗,甘蔗属,属于,
甘蔗,甘蔗,属于,
甘蔗,甘蔗含有大量的蔗糖,含有,
甘蔗,水分,含有,
甘蔗,维生素B群,含有,
甘蔗,铁,含有,
甘蔗,钙,含有,
甘蔗,磷,含有,
甘蔗,钾,含有,
苦瓜,植物界,属于,
苦瓜,被子植物门,属于,
苦瓜,双子叶植物纲,属于,
苦瓜,葫芦目,属于,
苦瓜,葫芦科,属于,
苦瓜,苦瓜属,属于,
苦瓜,苦瓜,属于,
苦瓜,苦瓜含有维生素C,含有,
苦瓜,钾,含有,
苦瓜,膳食纤维,含有,
苦瓜,维生素B群,含有,
苦瓜,抗氧化剂,含有,
苦瓜,苦瓜素,含有,
松露茶111,真菌界,属于,
松露茶111,子囊菌门,属于,
松露茶111,盘菌纲,属于,
松露茶111,盘菌目,属于,
松露茶111,块菌科,属于,
松露茶111,块菌属,属于,
松露茶111,松露,属于,
松露茶111,松露含有多种氨基酸,含有,
松露茶111,蛋白质,含有,
松露茶111,维生素,含有,
松露茶111,矿物质,含有,
松露茶111,独特的香气化合物。,含有,
松萝茶,植物界,属于,
松萝茶,被子植物门,属于,
松萝茶,地衣纲,属于,
松萝茶,松萝目,属于,
松萝茶,松萝科,属于,
松萝茶,松萝属,属于,
松萝茶,松萝,属于,
松萝茶,松萝含有地衣酸,含有,
松萝茶,多种维生素,含有,
松萝茶,矿物质和抗氧化物质。,含有,
仙人掌果,植物界,属于,
仙人掌果,被子植物门,属于,
仙人掌果,双子叶植物纲,属于,
仙人掌果,仙人掌目,属于,
仙人掌果,仙人掌科,属于,
仙人掌果,仙人掌属,属于,
仙人掌果,多种仙人掌种,属于,
仙人掌果,仙人掌果含有维生素C,含有,
仙人掌果,维生素E,含有,
仙人掌果,膳食纤维,含有,
仙人掌果,钾,含有,
仙人掌果,钙,含有,
仙人掌果,抗氧化物质。,含有,
野樱桃叶茶,植物界,属于,
野樱桃叶茶,被子植物门,属于,
野樱桃叶茶,双子叶植物纲,属于,
野樱桃叶茶,蔷薇目,属于,
野樱桃叶茶,蔷薇科,属于,
野樱桃叶茶,樱属,属于,
野樱桃叶茶,野樱桃,属于,
野樱桃叶茶,野樱桃叶含有多种维生素,含有,
野樱桃叶茶,矿物质,含有,
野樱桃叶茶,抗氧化剂和类黄酮。,含有,
野草莓叶茶,植物界,属于,
野草莓叶茶,被子植物门,属于,
野草莓叶茶,双子叶植物纲,属于,
野草莓叶茶,蔷薇目,属于,
野草莓叶茶,蔷薇科,属于,
野草莓叶茶,草莓属,属于,
野草莓叶茶,野草莓,属于,
野草莓叶茶,野草莓叶含有多种维生素,含有,
野草莓叶茶,矿物质,含有,
野草莓叶茶,抗氧化剂和类黄酮。,含有,
野黑莓茶,植物界,属于,
野黑莓茶,被子植物门,属于,
野黑莓茶,双子叶植物纲,属于,
野黑莓茶,蔷薇目,属于,
野黑莓茶,蔷薇科,属于,
野黑莓茶,黑莓属,属于,
野黑莓茶,野黑莓,属于,
野黑莓茶,野黑莓叶含有多种维生素,含有,
野黑莓茶,矿物质,含有,
野黑莓茶,抗氧化剂和类黄酮。,含有,
野蓝莓茶,植物界,属于,
野蓝莓茶,被子植物门,属于,
野蓝莓茶,双子叶植物纲,属于,
野蓝莓茶,杜鹃花目,属于,
野蓝莓茶,杜鹃花科,属于,
野蓝莓茶,越橘属,属于,
野蓝莓茶,野蓝莓,属于,
野蓝莓茶,野蓝莓叶含有抗氧化剂,含有,
野蓝莓茶,维生素C,含有,
野蓝莓茶,E和K,含有,
野蓝莓茶,锰,含有,
野蓝莓茶,膳食纤维和类黄酮。,含有,
覆盆子叶,植物界,属于,
覆盆子叶,被子植物门,属于,
覆盆子叶,双子叶植物纲,属于,
覆盆子叶,蔷薇目,属于,
覆盆子叶,蔷薇科,属于,
覆盆子叶,覆盆子属,属于,
覆盆子叶,覆盆子,属于,
覆盆子叶,覆盆子叶含有多种维生素,含有,
覆盆子叶,矿物质,含有,
覆盆子叶,抗氧化剂和类黄酮。,含有,
桑葚叶,植物界,属于,
桑葚叶,被子植物门,属于,
桑葚叶,双子叶植物纲,属于,
桑葚叶,荨麻目,属于,
桑葚叶,桑科,属于,
桑葚叶,桑属,属于,
桑葚叶,桑,属于,
桑葚叶,桑葚叶含有多种维生素,含有,
桑葚叶,矿物质,含有,
桑葚叶,抗氧化剂和类黄酮。,含有,
苹果汁,植物界,属于,
苹果汁,被子植物门,属于,
苹果汁,双子叶植物纲,属于,
苹果汁,蔷薇目,属于,
苹果汁,蔷薇科,属于,
苹果汁,苹果属,属于,
苹果汁,苹果,属于,
苹果汁,苹果汁富含维生素C,含有,
苹果汁,维生素K,含有,
苹果汁,抗氧化剂,含有,
苹果汁,膳食纤维和钾,含有,
梨汁,植物界,属于,
梨汁,被子植物门,属于,
梨汁,双子叶植物纲,属于,
梨汁,蔷薇目,属于,
梨汁,蔷薇科,属于,
梨汁,梨属,属于,
梨汁,梨,属于,
梨汁,梨汁含有多种维生素,含有,
梨汁,矿物质,含有,
梨汁,膳食纤维和抗氧化剂,含有,
梨汁,具有润肺清热的功效。,含有,
蔓越莓汁,植物界,属于,
蔓越莓汁,被子植物门,属于,
蔓越莓汁,双子叶植物纲,属于,
蔓越莓汁,杜鹃花目,属于,
蔓越莓汁,杜鹃花科,属于,
蔓越莓汁,越橘属,属于,
蔓越莓汁,蔓越莓,属于,
蔓越莓汁,蔓越莓汁富含维生素C,含有,
蔓越莓汁,抗氧化剂,含有,
蔓越莓汁,原花青素和膳食纤维,含有,
蔓越莓汁,有助于预防尿路感染。,含有,
枇杷汁,植物界,属于,
枇杷汁,被子植物门,属于,
枇杷汁,双子叶植物纲,属于,
枇杷汁,蔷薇目,属于,
枇杷汁,蔷薇科,属于,
枇杷汁,枇杷属,属于,
枇杷汁,枇杷,属于,
枇杷汁,枇杷汁含有维生素A,含有,
枇杷汁,C,含有,
枇杷汁,钾,含有,
枇杷汁,抗氧化剂和膳食纤维,含有,
枇杷汁,具有润肺止咳的功效。,含有,
桃汁,植物界,属于,
桃汁,被子植物门,属于,
桃汁,双子叶植物纲,属于,
桃汁,蔷薇目,属于,
桃汁,蔷薇科,属于,
桃汁,桃属,属于,
桃汁,桃,属于,
桃汁,桃汁富含维生素A,含有,
桃汁,C,含有,
桃汁,E,含有,
桃汁,钾,含有,
桃汁,抗氧化剂和膳食纤维,含有,
桃汁,有助于维持心血管健康。,含有,
李子汁,植物界,属于,
李子汁,被子植物门,属于,
李子汁,双子叶植物纲,属于,
李子汁,蔷薇目,属于,
李子汁,蔷薇科,属于,
李子汁,李属,属于,
李子汁,李,属于,
李子汁,李子汁含有多种维生素,含有,
李子汁,矿物质,含有,
李子汁,抗氧化剂和膳食纤维,含有,
李子汁,具有促进消化和抗氧化的作用。,含有,
南瓜汁,植物界,属于,
南瓜汁,被子植物门,属于,
南瓜汁,双子叶植物纲,属于,
南瓜汁,葫芦目,属于,
南瓜汁,葫芦科,属于,
南瓜汁,南瓜属,属于,
南瓜汁,南瓜,属于,
南瓜汁,南瓜汁富含维生素A（胡萝卜素）,含有,
南瓜汁,维生素C,含有,
南瓜汁,钾,含有,
南瓜汁,膳食纤维,含有,
南瓜汁,抗氧化剂如β-胡萝卜素,含有,
南瓜汁,叶黄素和矿物质,含有,
南瓜汁,有助于维护视力,含有,
南瓜汁,增强免疫力和促进消化健康。,含有,
丝瓜汁,植物界,属于,
丝瓜汁,被子植物门,属于,
丝瓜汁,双子叶植物纲,属于,
丝瓜汁,葫芦目,属于,
丝瓜汁,葫芦科,属于,
丝瓜汁,丝瓜属,属于,
丝瓜汁,丝瓜,属于,
丝瓜汁,丝瓜汁含有维生素C,含有,
丝瓜汁,B族维生素,含有,
丝瓜汁,矿物质（如钙,含有,
丝瓜汁,镁,含有,
丝瓜汁,磷）和膳食纤维,含有,
丝瓜汁,具有清热解毒,含有,
丝瓜汁,利尿消肿的功效。,含有,
西瓜汁,植物界,属于,
西瓜汁,被子植物门,属于,
西瓜汁,双子叶植物纲,属于,
西瓜汁,葫芦目,属于,
西瓜汁,葫芦科,属于,
西瓜汁,西瓜属,属于,
西瓜汁,西瓜,属于,
西瓜汁,西瓜汁含有大量的水分,含有,
西瓜汁,维生素A,含有,
西瓜汁,维生素C,含有,
西瓜汁,抗氧化剂（如番茄红素和β-胡萝卜素）,含有,
西瓜汁,氨基酸和矿物质,含有,
西瓜汁,具有清热解暑,含有,
西瓜汁,利尿的作用。,含有,
冬瓜汁,植物界,属于,
冬瓜汁,被子植物门,属于,
冬瓜汁,双子叶植物纲,属于,
冬瓜汁,葫芦目,属于,
冬瓜汁,葫芦科,属于,
冬瓜汁,冬瓜属,属于,
冬瓜汁,冬瓜,属于,
冬瓜汁,冬瓜汁含有维生素C,含有,
冬瓜汁,钾,含有,
冬瓜汁,膳食纤维和多种微量元素,含有,
冬瓜汁,有助于利尿,含有,
冬瓜汁,清热和减肥。,含有,
佛手瓜汁,植物界,属于,
佛手瓜汁,被子植物门,属于,
佛手瓜汁,双子叶植物纲,属于,
佛手瓜汁,葫芦目,属于,
佛手瓜汁,葫芦科,属于,
佛手瓜汁,佛手瓜属,属于,
佛手瓜汁,佛手瓜,属于,
佛手瓜汁,佛手瓜汁含有维生素C,含有,
佛手瓜汁,钾,含有,
佛手瓜汁,钙,含有,
佛手瓜汁,镁和膳食纤维,含有,
佛手瓜汁,具有抗氧化和增强免疫力的功效。,含有,
刺瓜汁,植物界,属于,
刺瓜汁,被子植物门,属于,
刺瓜汁,双子叶植物纲,属于,
刺瓜汁,葫芦目,属于,
刺瓜汁,葫芦科,属于,
